District,YEAR,Metric,Value
Webster,2020,In-District FTE Pupils,1819.2
Webster,2021,In-District FTE Pupils,1665.0
Webster,2022,In-District FTE Pupils,1709.0
Webster,2023,In-District FTE Pupils,1712.1
Webster,2024,In-District FTE Pupils,1691.0
Webster,2009,Out-of-District FTE Pupils,123.3
Webster,2010,Out-of-District FTE Pupils,126.6
Webster,2011,Out-of-District FTE Pupils,149.9
Webster,2012,Out-of-District FTE Pupils,163.3
Webster,2013,Out-of-District FTE Pupils,175.9
Webster,2014,Out-of-District FTE Pupils,188.7
Webster,2015,Out-of-District FTE Pupils,179.1
Webster,2016,Out-of-District FTE Pupils,181.0
Webster,2017,Out-of-District FTE Pupils,199.1
Webster,2018,Out-of-District FTE Pupils,210.6
Webster,2019,Out-of-District FTE Pupils,211.3
Webster,2020,Out-of-District FTE Pupils,220.8
Webster,2021,Out-of-District FTE Pupils,233.8
Webster,2022,Out-of-District FTE Pupils,237.8
Webster,2023,Out-of-District FTE Pupils,274.2
Webster,2024,Out-of-District FTE Pupils,284.6
Wellesley,2009,In-District FTE Pupils,4873.3
Wellesley,2010,In-District FTE Pupils,4719.3
Wellesley,2011,In-District FTE Pupils,4905.4
Wellesley,2012,In-District FTE Pupils,4932.7
Wellesley,2013,In-District FTE Pupils,4921.5
Wellesley,2014,In-District FTE Pupils,4995.7
Wellesley,2015,In-District FTE Pupils,5022.0
Wellesley,2016,In-District FTE Pupils,5018.9
Wellesley,2017,In-District FTE Pupils,4992.4
Wellesley,2018,In-District FTE Pupils,5002.4
Wellesley,2019,In-District FTE Pupils,4954.8
Wellesley,2020,In-District FTE Pupils,4882.2
Wellesley,2021,In-District FTE Pupils,4423.9
Wellesley,2022,In-District FTE Pupils,4319.9
Wellesley,2023,In-District FTE Pupils,4165.4
Wellesley,2024,In-District FTE Pupils,4086.5
Wellesley,2009,Out-of-District FTE Pupils,79.5
Wellesley,2010,Out-of-District FTE Pupils,80.5
Wellesley,2011,Out-of-District FTE Pupils,74.4
Wellesley,2012,Out-of-District FTE Pupils,66.3
Wellesley,2013,Out-of-District FTE Pupils,70.4
Wellesley,2014,Out-of-District FTE Pupils,68.3
Wellesley,2015,Out-of-District FTE Pupils,72.1
Wellesley,2016,Out-of-District FTE Pupils,69.9
Wellesley,2017,Out-of-District FTE Pupils,64.0
Wellesley,2018,Out-of-District FTE Pupils,73.7
Wellesley,2019,Out-of-District FTE Pupils,72.7
Wellesley,2020,Out-of-District FTE Pupils,51.2
Wellesley,2021,Out-of-District FTE Pupils,63.4
Wellesley,2022,Out-of-District FTE Pupils,62.5
Wellesley,2023,Out-of-District FTE Pupils,69.3
Wellesley,2024,Out-of-District FTE Pupils,71.3
Wellfleet,2009,In-District FTE Pupils,126.9
Wellfleet,2010,In-District FTE Pupils,139.4
Wellfleet,2011,In-District FTE Pupils,140.7
Wellfleet,2012,In-District FTE Pupils,132.6
Wellfleet,2013,In-District FTE Pupils,138.3
Wellfleet,2014,In-District FTE Pupils,120.5
Wellfleet,2015,In-District FTE Pupils,109.9
Wellfleet,2016,In-District FTE Pupils,104.6
Wellfleet,2017,In-District FTE Pupils,117.0
Wellfleet,2018,In-District FTE Pupils,113.6
Wellfleet,2019,In-District FTE Pupils,102.2
Wellfleet,2020,In-District FTE Pupils,104.5
Wellfleet,2021,In-District FTE Pupils,100.3
Wellfleet,2022,In-District FTE Pupils,114.1
Wellfleet,2023,In-District FTE Pupils,94.3
Wellfleet,2024,In-District FTE Pupils,85.0
Wellfleet,2009,Out-of-District FTE Pupils,15.6
Wellfleet,2010,Out-of-District FTE Pupils,13.0
Wellfleet,2011,Out-of-District FTE Pupils,10.2
Wellfleet,2012,Out-of-District FTE Pupils,10.5
Wellfleet,2013,Out-of-District FTE Pupils,7.5
Wellfleet,2014,Out-of-District FTE Pupils,15.0
Wellfleet,2015,Out-of-District FTE Pupils,18.2
Wellfleet,2016,Out-of-District FTE Pupils,13.4
Wellfleet,2017,Out-of-District FTE Pupils,12.8
Wellfleet,2018,Out-of-District FTE Pupils,16.0
Wellfleet,2019,Out-of-District FTE Pupils,18.1
Wellfleet,2020,Out-of-District FTE Pupils,24.6
Wellfleet,2021,Out-of-District FTE Pupils,19.8
Wellfleet,2022,Out-of-District FTE Pupils,25.7
Wellfleet,2023,Out-of-District FTE Pupils,20.2
Wellfleet,2024,Out-of-District FTE Pupils,22.4
West Boylston,2009,In-District FTE Pupils,1065.7
West Boylston,2010,In-District FTE Pupils,1009.4
West Boylston,2011,In-District FTE Pupils,960.0
West Boylston,2012,In-District FTE Pupils,971.4
West Boylston,2013,In-District FTE Pupils,949.8
West Boylston,2014,In-District FTE Pupils,908.9
West Boylston,2015,In-District FTE Pupils,916.6
West Boylston,2016,In-District FTE Pupils,913.4
West Boylston,2017,In-District FTE Pupils,907.6
West Boylston,2018,In-District FTE Pupils,908.8
West Boylston,2019,In-District FTE Pupils,891.2
West Boylston,2020,In-District FTE Pupils,910.3
West Boylston,2021,In-District FTE Pupils,891.9
West Boylston,2022,In-District FTE Pupils,887.8
West Boylston,2023,In-District FTE Pupils,865.5
West Boylston,2024,In-District FTE Pupils,902.3
West Boylston,2009,Out-of-District FTE Pupils,81.6
West Boylston,2010,Out-of-District FTE Pupils,91.9
West Boylston,2011,Out-of-District FTE Pupils,111.7
West Boylston,2012,Out-of-District FTE Pupils,126.7
West Boylston,2013,Out-of-District FTE Pupils,134.8
West Boylston,2014,Out-of-District FTE Pupils,136.9
West Boylston,2015,Out-of-District FTE Pupils,130.9
West Boylston,2016,Out-of-District FTE Pupils,130.2
West Boylston,2017,Out-of-District FTE Pupils,132.1
West Boylston,2018,Out-of-District FTE Pupils,101.1
West Boylston,2019,Out-of-District FTE Pupils,105.7
West Boylston,2020,Out-of-District FTE Pupils,82.2
West Boylston,2021,Out-of-District FTE Pupils,84.6
West Boylston,2022,Out-of-District FTE Pupils,91.1
West Boylston,2023,Out-of-District FTE Pupils,88.5
West Boylston,2024,Out-of-District FTE Pupils,84.2
West Bridgewater,2009,In-District FTE Pupils,1300.5
West Bridgewater,2010,In-District FTE Pupils,1292.5
West Bridgewater,2011,In-District FTE Pupils,1290.4
West Bridgewater,2012,In-District FTE Pupils,1260.8
West Bridgewater,2013,In-District FTE Pupils,1327.8
West Bridgewater,2014,In-District FTE Pupils,1329.1
West Bridgewater,2015,In-District FTE Pupils,1293.8
West Bridgewater,2016,In-District FTE Pupils,1298.5
West Bridgewater,2017,In-District FTE Pupils,1283.7
West Bridgewater,2018,In-District FTE Pupils,1292.8
West Bridgewater,2019,In-District FTE Pupils,1346.6
West Bridgewater,2020,In-District FTE Pupils,1371.7
West Bridgewater,2021,In-District FTE Pupils,1374.9
West Bridgewater,2022,In-District FTE Pupils,1389.8
West Bridgewater,2023,In-District FTE Pupils,1405.4
West Bridgewater,2024,In-District FTE Pupils,1396.3
West Bridgewater,2009,Out-of-District FTE Pupils,21.7
West Bridgewater,2010,Out-of-District FTE Pupils,22.2
West Bridgewater,2011,Out-of-District FTE Pupils,21.4
West Bridgewater,2012,Out-of-District FTE Pupils,22.2
West Bridgewater,2013,Out-of-District FTE Pupils,24.5
West Bridgewater,2014,Out-of-District FTE Pupils,27.9
West Bridgewater,2015,Out-of-District FTE Pupils,36.5
West Bridgewater,2016,Out-of-District FTE Pupils,33.7
West Bridgewater,2017,Out-of-District FTE Pupils,37.5
West Bridgewater,2018,Out-of-District FTE Pupils,39.3
West Bridgewater,2019,Out-of-District FTE Pupils,40.9
West Bridgewater,2020,Out-of-District FTE Pupils,38.9
West Bridgewater,2021,Out-of-District FTE Pupils,40.6
West Bridgewater,2022,Out-of-District FTE Pupils,33.0
West Bridgewater,2023,Out-of-District FTE Pupils,44.0
West Bridgewater,2024,Out-of-District FTE Pupils,35.5
West Springfield,2009,In-District FTE Pupils,3974.8
West Springfield,2010,In-District FTE Pupils,3964.3
West Springfield,2011,In-District FTE Pupils,3938.4
West Springfield,2012,In-District FTE Pupils,3873.3
West Springfield,2013,In-District FTE Pupils,3892.3
West Springfield,2014,In-District FTE Pupils,3919.9
West Springfield,2015,In-District FTE Pupils,4015.9
West Springfield,2016,In-District FTE Pupils,4014.3
West Springfield,2017,In-District FTE Pupils,4098.5
West Springfield,2018,In-District FTE Pupils,4184.6
West Springfield,2019,In-District FTE Pupils,4097.0
West Springfield,2020,In-District FTE Pupils,4104.8
West Springfield,2021,In-District FTE Pupils,3895.3
West Springfield,2022,In-District FTE Pupils,3875.0
West Springfield,2023,In-District FTE Pupils,3905.8
West Springfield,2024,In-District FTE Pupils,4004.2
West Springfield,2009,Out-of-District FTE Pupils,107.1
West Springfield,2010,Out-of-District FTE Pupils,134.1
West Springfield,2011,Out-of-District FTE Pupils,138.4
West Springfield,2012,Out-of-District FTE Pupils,152.6
West Springfield,2013,Out-of-District FTE Pupils,144.8
West Springfield,2014,Out-of-District FTE Pupils,131.1
West Springfield,2015,Out-of-District FTE Pupils,141.2
West Springfield,2016,Out-of-District FTE Pupils,160.3
West Springfield,2017,Out-of-District FTE Pupils,158.8
West Springfield,2018,Out-of-District FTE Pupils,162.1
West Springfield,2019,Out-of-District FTE Pupils,185.5
West Springfield,2020,Out-of-District FTE Pupils,172.8
West Springfield,2021,Out-of-District FTE Pupils,175.5
West Springfield,2022,Out-of-District FTE Pupils,157.4
West Springfield,2023,Out-of-District FTE Pupils,205.2
West Springfield,2024,Out-of-District FTE Pupils,240.3
Westborough,2009,In-District FTE Pupils,3551.1
Westborough,2010,In-District FTE Pupils,3577.2
Westborough,2011,In-District FTE Pupils,3510.8
Westborough,2012,In-District FTE Pupils,3505.9
Westborough,2013,In-District FTE Pupils,3539.9
Westborough,2014,In-District FTE Pupils,3588.3
Westborough,2015,In-District FTE Pupils,3604.6
Westborough,2016,In-District FTE Pupils,3663.3
Westborough,2017,In-District FTE Pupils,3839.0
Westborough,2018,In-District FTE Pupils,3971.7
Westborough,2019,In-District FTE Pupils,3946.4
Westborough,2020,In-District FTE Pupils,3963.1
Westborough,2021,In-District FTE Pupils,3845.1
Westborough,2022,In-District FTE Pupils,3905.6
Westborough,2023,In-District FTE Pupils,3853.5
Westborough,2024,In-District FTE Pupils,3889.3
Westborough,2009,Out-of-District FTE Pupils,54.5
Westborough,2010,Out-of-District FTE Pupils,57.7
Westborough,2011,Out-of-District FTE Pupils,61.3
Westborough,2012,Out-of-District FTE Pupils,66.3
Westborough,2013,Out-of-District FTE Pupils,59.2
Westborough,2014,Out-of-District FTE Pupils,49.3
Westborough,2015,Out-of-District FTE Pupils,51.2
Westborough,2016,Out-of-District FTE Pupils,44.6
Westborough,2017,Out-of-District FTE Pupils,52.4
Westborough,2018,Out-of-District FTE Pupils,59.7
Westborough,2019,Out-of-District FTE Pupils,52.3
Westborough,2020,Out-of-District FTE Pupils,52.8
Westborough,2021,Out-of-District FTE Pupils,58.6
Westborough,2022,Out-of-District FTE Pupils,66.7
Westborough,2023,Out-of-District FTE Pupils,67.6
Westborough,2024,Out-of-District FTE Pupils,63.1
Westfield,2009,In-District FTE Pupils,6197.4
Westfield,2010,In-District FTE Pupils,6093.0
Westfield,2011,In-District FTE Pupils,5945.8
Westfield,2012,In-District FTE Pupils,5946.8
Westfield,2013,In-District FTE Pupils,5852.6
Westfield,2014,In-District FTE Pupils,5647.5
Westfield,2015,In-District FTE Pupils,5572.7
Westfield,2016,In-District FTE Pupils,5483.5
Westfield,2017,In-District FTE Pupils,5518.0
Westfield,2018,In-District FTE Pupils,5421.2
Westfield,2019,In-District FTE Pupils,5305.7
Westfield,2020,In-District FTE Pupils,5262.1
Westfield,2021,In-District FTE Pupils,4865.3
Westfield,2022,In-District FTE Pupils,4870.5
Westfield,2023,In-District FTE Pupils,4838.1
Westfield,2024,In-District FTE Pupils,4821.4
Westfield,2009,Out-of-District FTE Pupils,122.2
Westfield,2010,Out-of-District FTE Pupils,124.4
Westfield,2011,Out-of-District FTE Pupils,124.3
Westfield,2012,Out-of-District FTE Pupils,145.5
Westfield,2013,Out-of-District FTE Pupils,147.8
Westfield,2014,Out-of-District FTE Pupils,163.8
Westfield,2015,Out-of-District FTE Pupils,183.6
Westfield,2016,Out-of-District FTE Pupils,236.2
Westfield,2017,Out-of-District FTE Pupils,235.0
Westfield,2018,Out-of-District FTE Pupils,250.1
Westfield,2019,Out-of-District FTE Pupils,299.9
Westfield,2020,Out-of-District FTE Pupils,287.2
Westfield,2021,Out-of-District FTE Pupils,334.5
Westfield,2022,Out-of-District FTE Pupils,308.1
Westfield,2023,Out-of-District FTE Pupils,322.7
Westfield,2024,Out-of-District FTE Pupils,340.1
Westford,2009,In-District FTE Pupils,5287.7
Westford,2010,In-District FTE Pupils,5265.4
Westford,2011,In-District FTE Pupils,5273.8
Westford,2012,In-District FTE Pupils,5233.6
Westford,2013,In-District FTE Pupils,5215.1
Westford,2014,In-District FTE Pupils,5144.1
Westford,2015,In-District FTE Pupils,5100.2
Westford,2016,In-District FTE Pupils,5104.1
Westford,2017,In-District FTE Pupils,5110.3
Westford,2018,In-District FTE Pupils,5066.9
Westford,2019,In-District FTE Pupils,5084.3
Westford,2020,In-District FTE Pupils,4939.2
Westford,2021,In-District FTE Pupils,4742.1
Westford,2022,In-District FTE Pupils,4783.8
Westford,2023,In-District FTE Pupils,4739.1
Westford,2024,In-District FTE Pupils,4645.5
Westford,2009,Out-of-District FTE Pupils,50.4
Westford,2010,Out-of-District FTE Pupils,52.0
Westford,2011,Out-of-District FTE Pupils,64.5
Westford,2012,Out-of-District FTE Pupils,58.9
Westford,2013,Out-of-District FTE Pupils,62.9
Westford,2014,Out-of-District FTE Pupils,72.5
Westford,2015,Out-of-District FTE Pupils,68.2
Westford,2016,Out-of-District FTE Pupils,67.6
Westford,2017,Out-of-District FTE Pupils,72.0
Westford,2018,Out-of-District FTE Pupils,82.2
Westford,2019,Out-of-District FTE Pupils,81.9
Westford,2020,Out-of-District FTE Pupils,91.4
Westford,2021,Out-of-District FTE Pupils,108.5
Westford,2022,Out-of-District FTE Pupils,97.5
Westford,2023,Out-of-District FTE Pupils,93.0
Westford,2024,Out-of-District FTE Pupils,98.9
Westhampton,2009,In-District FTE Pupils,136.4
Westhampton,2010,In-District FTE Pupils,141.6
Westhampton,2011,In-District FTE Pupils,137.7
Westhampton,2012,In-District FTE Pupils,138.1
Westhampton,2013,In-District FTE Pupils,144.8
Westhampton,2014,In-District FTE Pupils,142.5
Westhampton,2015,In-District FTE Pupils,144.4
Westhampton,2016,In-District FTE Pupils,137.1
Westhampton,2017,In-District FTE Pupils,133.3
Westhampton,2018,In-District FTE Pupils,121.5
Westhampton,2019,In-District FTE Pupils,122.8
Westhampton,2020,In-District FTE Pupils,121.0
Westhampton,2021,In-District FTE Pupils,110.0
Westhampton,2022,In-District FTE Pupils,106.4
Westhampton,2023,In-District FTE Pupils,104.6
Westhampton,2009,Out-of-District FTE Pupils,26.0
Westhampton,2010,Out-of-District FTE Pupils,23.0
Westhampton,2011,Out-of-District FTE Pupils,20.3
Westhampton,2012,Out-of-District FTE Pupils,18.0
Westhampton,2013,Out-of-District FTE Pupils,19.0
Westhampton,2014,Out-of-District FTE Pupils,21.0
Westhampton,2015,Out-of-District FTE Pupils,22.4
Westhampton,2016,Out-of-District FTE Pupils,31.5
Westhampton,2017,Out-of-District FTE Pupils,34.3
Westhampton,2018,Out-of-District FTE Pupils,33.9
Westhampton,2019,Out-of-District FTE Pupils,31.9
Westhampton,2020,Out-of-District FTE Pupils,26.0
Westhampton,2021,Out-of-District FTE Pupils,23.4
Westhampton,2022,Out-of-District FTE Pupils,23.7
Westhampton,2023,Out-of-District FTE Pupils,18.9
Weston,2009,In-District FTE Pupils,2393.0
Weston,2010,In-District FTE Pupils,2387.2
Weston,2011,In-District FTE Pupils,2366.3
Weston,2012,In-District FTE Pupils,2343.7
Weston,2013,In-District FTE Pupils,2351.3
Weston,2014,In-District FTE Pupils,2310.6
Weston,2015,In-District FTE Pupils,2240.3
Weston,2016,In-District FTE Pupils,2157.5
Weston,2017,In-District FTE Pupils,2157.9
Weston,2018,In-District FTE Pupils,2104.1
Weston,2019,In-District FTE Pupils,2092.8
Weston,2020,In-District FTE Pupils,2042.4
Weston,2021,In-District FTE Pupils,1901.7
Weston,2022,In-District FTE Pupils,1957.8
Weston,2023,In-District FTE Pupils,2016.7
Weston,2024,In-District FTE Pupils,2058.8
Weston,2009,Out-of-District FTE Pupils,20.6
Weston,2010,Out-of-District FTE Pupils,21.6
Weston,2011,Out-of-District FTE Pupils,25.4
Weston,2012,Out-of-District FTE Pupils,23.9
Weston,2013,Out-of-District FTE Pupils,28.4
Weston,2014,Out-of-District FTE Pupils,32.8
Weston,2015,Out-of-District FTE Pupils,30.1
Weston,2016,Out-of-District FTE Pupils,33.2
Weston,2017,Out-of-District FTE Pupils,33.8
Weston,2018,Out-of-District FTE Pupils,34.7
Weston,2019,Out-of-District FTE Pupils,35.7
Weston,2020,Out-of-District FTE Pupils,30.8
Weston,2021,Out-of-District FTE Pupils,35.8
Weston,2022,Out-of-District FTE Pupils,34.1
Weston,2023,Out-of-District FTE Pupils,30.9
Weston,2024,Out-of-District FTE Pupils,22.5
Westport,2009,In-District FTE Pupils,1855.8
Westport,2010,In-District FTE Pupils,1835.2
Westport,2011,In-District FTE Pupils,1776.3
Westport,2012,In-District FTE Pupils,1710.1
Westport,2013,In-District FTE Pupils,1653.4
Westport,2014,In-District FTE Pupils,1615.6
Westport,2015,In-District FTE Pupils,1580.6
Westport,2016,In-District FTE Pupils,1521.1
Westport,2017,In-District FTE Pupils,1453.7
Westport,2018,In-District FTE Pupils,1439.2
Westport,2019,In-District FTE Pupils,1446.9
Westport,2020,In-District FTE Pupils,1438.1
Westport,2021,In-District FTE Pupils,1392.1
Westport,2022,In-District FTE Pupils,1462.2
Westport,2023,In-District FTE Pupils,1465.9
Westport,2024,In-District FTE Pupils,1531.6
Westport,2009,Out-of-District FTE Pupils,37.6
Westport,2010,Out-of-District FTE Pupils,39.8
Westport,2011,Out-of-District FTE Pupils,36.9
Westport,2012,Out-of-District FTE Pupils,41.8
Westport,2013,Out-of-District FTE Pupils,48.0
Westport,2014,Out-of-District FTE Pupils,31.6
Westport,2015,Out-of-District FTE Pupils,32.7
Westport,2016,Out-of-District FTE Pupils,62.5
Westport,2017,Out-of-District FTE Pupils,97.6
Westport,2018,Out-of-District FTE Pupils,103.0
Westport,2019,Out-of-District FTE Pupils,116.3
Westport,2020,Out-of-District FTE Pupils,138.4
Westport,2021,Out-of-District FTE Pupils,156.3
Westport,2022,Out-of-District FTE Pupils,163.6
Westport,2023,Out-of-District FTE Pupils,152.0
Westport,2024,Out-of-District FTE Pupils,137.3
Westwood,2009,In-District FTE Pupils,3066.6
Westwood,2010,In-District FTE Pupils,3108.9
Westwood,2011,In-District FTE Pupils,3134.8
Westwood,2012,In-District FTE Pupils,3166.4
Westwood,2013,In-District FTE Pupils,3136.6
Westwood,2014,In-District FTE Pupils,3164.2
Westwood,2015,In-District FTE Pupils,3206.4
Westwood,2016,In-District FTE Pupils,3133.8
Westwood,2017,In-District FTE Pupils,3144.7
Westwood,2018,In-District FTE Pupils,3127.3
Westwood,2019,In-District FTE Pupils,3098.8
Westwood,2020,In-District FTE Pupils,3015.8
Westwood,2021,In-District FTE Pupils,2956.2
Westwood,2022,In-District FTE Pupils,2906.1
Westwood,2023,In-District FTE Pupils,2900.8
Westwood,2024,In-District FTE Pupils,2871.6
Westwood,2009,Out-of-District FTE Pupils,35.9
Westwood,2010,Out-of-District FTE Pupils,35.9
Westwood,2011,Out-of-District FTE Pupils,32.0
Westwood,2012,Out-of-District FTE Pupils,27.8
Westwood,2013,Out-of-District FTE Pupils,25.4
Westwood,2014,Out-of-District FTE Pupils,32.3
Westwood,2015,Out-of-District FTE Pupils,24.7
Westwood,2016,Out-of-District FTE Pupils,26.1
Westwood,2017,Out-of-District FTE Pupils,26.6
Westwood,2018,Out-of-District FTE Pupils,22.9
Westwood,2019,Out-of-District FTE Pupils,23.3
Westwood,2020,Out-of-District FTE Pupils,24.4
Westwood,2021,Out-of-District FTE Pupils,23.6
Westwood,2022,Out-of-District FTE Pupils,33.7
Westwood,2023,Out-of-District FTE Pupils,33.8
Westwood,2024,Out-of-District FTE Pupils,32.4
Weymouth,2009,In-District FTE Pupils,6726.3
Weymouth,2010,In-District FTE Pupils,6813.4
