District,YEAR,Metric,Value
Mansfield,2011,Out-of-District FTE Pupils,177.7
Mansfield,2012,Out-of-District FTE Pupils,192.9
Mansfield,2013,Out-of-District FTE Pupils,193.7
Mansfield,2014,Out-of-District FTE Pupils,196.9
Mansfield,2015,Out-of-District FTE Pupils,187.9
Mansfield,2016,Out-of-District FTE Pupils,154.4
Mansfield,2017,Out-of-District FTE Pupils,131.7
Mansfield,2018,Out-of-District FTE Pupils,137.1
Mansfield,2019,Out-of-District FTE Pupils,137.4
Mansfield,2020,Out-of-District FTE Pupils,132.2
Mansfield,2021,Out-of-District FTE Pupils,140.8
Mansfield,2022,Out-of-District FTE Pupils,125.5
Mansfield,2023,Out-of-District FTE Pupils,116.8
Mansfield,2024,Out-of-District FTE Pupils,110.1
Map Academy Charter School (District),2019,In-District FTE Pupils,125.7
Map Academy Charter School (District),2020,In-District FTE Pupils,162.5
Map Academy Charter School (District),2021,In-District FTE Pupils,197.2
Map Academy Charter School (District),2022,In-District FTE Pupils,223.7
Map Academy Charter School (District),2023,In-District FTE Pupils,251.0
Map Academy Charter School (District),2024,In-District FTE Pupils,278.6
Map Academy Charter School (District),2019,Out-of-District FTE Pupils,0.0
Map Academy Charter School (District),2020,Out-of-District FTE Pupils,0.0
Map Academy Charter School (District),2021,Out-of-District FTE Pupils,0.0
Map Academy Charter School (District),2022,Out-of-District FTE Pupils,0.0
Map Academy Charter School (District),2023,Out-of-District FTE Pupils,0.0
Map Academy Charter School (District),2024,Out-of-District FTE Pupils,0.0
Marblehead,2009,In-District FTE Pupils,3291.9
Marblehead,2010,In-District FTE Pupils,3255.2
Marblehead,2011,In-District FTE Pupils,3243.4
Marblehead,2012,In-District FTE Pupils,3177.2
Marblehead,2013,In-District FTE Pupils,3253.3
Marblehead,2014,In-District FTE Pupils,3292.5
Marblehead,2015,In-District FTE Pupils,3223.8
Marblehead,2016,In-District FTE Pupils,3185.2
Marblehead,2017,In-District FTE Pupils,3154.0
Marblehead,2018,In-District FTE Pupils,3102.2
Marblehead,2019,In-District FTE Pupils,3057.2
Marblehead,2020,In-District FTE Pupils,2969.3
Marblehead,2021,In-District FTE Pupils,2698.5
Marblehead,2022,In-District FTE Pupils,2621.2
Marblehead,2023,In-District FTE Pupils,2621.5
Marblehead,2024,In-District FTE Pupils,2612.0
Marblehead,2009,Out-of-District FTE Pupils,98.9
Marblehead,2010,Out-of-District FTE Pupils,123.7
Marblehead,2011,Out-of-District FTE Pupils,170.0
Marblehead,2012,Out-of-District FTE Pupils,193.7
Marblehead,2013,Out-of-District FTE Pupils,202.4
Marblehead,2014,Out-of-District FTE Pupils,207.7
Marblehead,2015,Out-of-District FTE Pupils,208.2
Marblehead,2016,Out-of-District FTE Pupils,217.7
Marblehead,2017,Out-of-District FTE Pupils,229.4
Marblehead,2018,Out-of-District FTE Pupils,218.6
Marblehead,2019,Out-of-District FTE Pupils,210.4
Marblehead,2020,Out-of-District FTE Pupils,170.2
Marblehead,2021,Out-of-District FTE Pupils,167.2
Marblehead,2022,Out-of-District FTE Pupils,169.1
Marblehead,2023,Out-of-District FTE Pupils,148.1
Marblehead,2024,Out-of-District FTE Pupils,116.5
Marblehead Community Charter Public (District),2019,In-District FTE Pupils,227.4
Marblehead Community Charter Public (District),2020,In-District FTE Pupils,206.2
Marblehead Community Charter Public (District),2021,In-District FTE Pupils,210.9
Marblehead Community Charter Public (District),2022,In-District FTE Pupils,227.0
Marblehead Community Charter Public (District),2023,In-District FTE Pupils,221.4
Marblehead Community Charter Public (District),2024,In-District FTE Pupils,174.0
Marblehead Community Charter Public (District),2019,Out-of-District FTE Pupils,0.0
Marblehead Community Charter Public (District),2020,Out-of-District FTE Pupils,0.0
Marblehead Community Charter Public (District),2021,Out-of-District FTE Pupils,0.0
Marblehead Community Charter Public (District),2022,Out-of-District FTE Pupils,0.0
Marblehead Community Charter Public (District),2023,Out-of-District FTE Pupils,0.0
Marblehead Community Charter Public (District),2024,Out-of-District FTE Pupils,0.0
Marion,2009,In-District FTE Pupils,447.8
Marion,2010,In-District FTE Pupils,444.5
Marion,2011,In-District FTE Pupils,465.1
Marion,2012,In-District FTE Pupils,469.2
Marion,2013,In-District FTE Pupils,469.9
Marion,2014,In-District FTE Pupils,452.2
Marion,2015,In-District FTE Pupils,432.4
Marion,2016,In-District FTE Pupils,441.7
Marion,2017,In-District FTE Pupils,461.5
Marion,2018,In-District FTE Pupils,455.9
Marion,2019,In-District FTE Pupils,452.2
Marion,2020,In-District FTE Pupils,435.3
Marion,2021,In-District FTE Pupils,391.9
Marion,2022,In-District FTE Pupils,408.7
Marion,2023,In-District FTE Pupils,394.0
Marion,2024,In-District FTE Pupils,375.8
Marion,2009,Out-of-District FTE Pupils,4.6
Marion,2010,Out-of-District FTE Pupils,4.6
Marion,2011,Out-of-District FTE Pupils,5.8
Marion,2012,Out-of-District FTE Pupils,5.4
Marion,2013,Out-of-District FTE Pupils,9.3
Marion,2014,Out-of-District FTE Pupils,11.4
Marion,2015,Out-of-District FTE Pupils,10.9
Marion,2016,Out-of-District FTE Pupils,11.7
Marion,2017,Out-of-District FTE Pupils,9.3
Marion,2018,Out-of-District FTE Pupils,11.7
Marion,2019,Out-of-District FTE Pupils,12.5
Marion,2020,Out-of-District FTE Pupils,9.0
Marion,2021,Out-of-District FTE Pupils,14.7
Marion,2022,Out-of-District FTE Pupils,13.8
Marion,2023,Out-of-District FTE Pupils,14.6
Marion,2024,Out-of-District FTE Pupils,13.2
Marlborough,2009,In-District FTE Pupils,4567.4
Marlborough,2010,In-District FTE Pupils,4586.3
Marlborough,2011,In-District FTE Pupils,4560.0
Marlborough,2012,In-District FTE Pupils,4587.9
Marlborough,2013,In-District FTE Pupils,4650.5
Marlborough,2014,In-District FTE Pupils,4576.5
Marlborough,2015,In-District FTE Pupils,4561.0
Marlborough,2016,In-District FTE Pupils,4523.4
Marlborough,2017,In-District FTE Pupils,4578.9
Marlborough,2018,In-District FTE Pupils,4639.8
Marlborough,2019,In-District FTE Pupils,4728.4
Marlborough,2020,In-District FTE Pupils,4792.0
Marlborough,2021,In-District FTE Pupils,4695.1
Marlborough,2022,In-District FTE Pupils,4900.7
Marlborough,2023,In-District FTE Pupils,4805.5
Marlborough,2024,In-District FTE Pupils,4810.9
Marlborough,2009,Out-of-District FTE Pupils,345.4
Marlborough,2010,Out-of-District FTE Pupils,411.2
Marlborough,2011,Out-of-District FTE Pupils,462.1
Marlborough,2012,Out-of-District FTE Pupils,472.5
Marlborough,2013,Out-of-District FTE Pupils,517.6
Marlborough,2014,Out-of-District FTE Pupils,579.5
Marlborough,2015,Out-of-District FTE Pupils,614.8
Marlborough,2016,Out-of-District FTE Pupils,677.5
Marlborough,2017,Out-of-District FTE Pupils,733.2
Marlborough,2018,Out-of-District FTE Pupils,764.1
Marlborough,2019,Out-of-District FTE Pupils,739.4
Marlborough,2020,Out-of-District FTE Pupils,733.8
Marlborough,2021,Out-of-District FTE Pupils,670.7
Marlborough,2022,Out-of-District FTE Pupils,683.2
Marlborough,2023,Out-of-District FTE Pupils,727.7
Marlborough,2024,Out-of-District FTE Pupils,761.0
Marshfield,2009,In-District FTE Pupils,4739.8
Marshfield,2010,In-District FTE Pupils,4736.1
Marshfield,2011,In-District FTE Pupils,4664.4
Marshfield,2012,In-District FTE Pupils,4560.4
Marshfield,2013,In-District FTE Pupils,4450.8
Marshfield,2014,In-District FTE Pupils,4365.3
Marshfield,2015,In-District FTE Pupils,4205.3
Marshfield,2016,In-District FTE Pupils,4214.8
Marshfield,2017,In-District FTE Pupils,4226.3
Marshfield,2018,In-District FTE Pupils,4135.1
Marshfield,2019,In-District FTE Pupils,4045.4
Marshfield,2020,In-District FTE Pupils,3961.3
Marshfield,2021,In-District FTE Pupils,3784.4
Marshfield,2022,In-District FTE Pupils,3826.2
Marshfield,2023,In-District FTE Pupils,3766.8
Marshfield,2024,In-District FTE Pupils,3668.6
Marshfield,2009,Out-of-District FTE Pupils,89.4
Marshfield,2010,Out-of-District FTE Pupils,90.7
Marshfield,2011,Out-of-District FTE Pupils,98.2
Marshfield,2012,Out-of-District FTE Pupils,98.5
Marshfield,2013,Out-of-District FTE Pupils,106.0
Marshfield,2014,Out-of-District FTE Pupils,111.7
Marshfield,2015,Out-of-District FTE Pupils,115.3
Marshfield,2016,Out-of-District FTE Pupils,94.6
Marshfield,2017,Out-of-District FTE Pupils,97.2
Marshfield,2018,Out-of-District FTE Pupils,95.9
Marshfield,2019,Out-of-District FTE Pupils,103.3
Marshfield,2020,Out-of-District FTE Pupils,97.9
Marshfield,2021,Out-of-District FTE Pupils,117.7
Marshfield,2022,Out-of-District FTE Pupils,108.3
Marshfield,2023,Out-of-District FTE Pupils,110.0
Marshfield,2024,Out-of-District FTE Pupils,100.6
Martha's Vineyard,2009,In-District FTE Pupils,707.6
Martha's Vineyard,2010,In-District FTE Pupils,700.2
Martha's Vineyard,2011,In-District FTE Pupils,683.8
Martha's Vineyard,2012,In-District FTE Pupils,666.9
Martha's Vineyard,2013,In-District FTE Pupils,681.5
Martha's Vineyard,2014,In-District FTE Pupils,681.9
Martha's Vineyard,2015,In-District FTE Pupils,675.3
Martha's Vineyard,2016,In-District FTE Pupils,654.4
Martha's Vineyard,2017,In-District FTE Pupils,654.8
Martha's Vineyard,2018,In-District FTE Pupils,631.7
Martha's Vineyard,2019,In-District FTE Pupils,618.1
Martha's Vineyard,2020,In-District FTE Pupils,670.6
Martha's Vineyard,2021,In-District FTE Pupils,676.3
Martha's Vineyard,2022,In-District FTE Pupils,709.9
Martha's Vineyard,2023,In-District FTE Pupils,747.7
Martha's Vineyard,2024,In-District FTE Pupils,734.6
Martha's Vineyard,2009,Out-of-District FTE Pupils,45.7
Martha's Vineyard,2010,Out-of-District FTE Pupils,52.9
Martha's Vineyard,2011,Out-of-District FTE Pupils,47.2
Martha's Vineyard,2012,Out-of-District FTE Pupils,48.1
Martha's Vineyard,2013,Out-of-District FTE Pupils,44.4
Martha's Vineyard,2014,Out-of-District FTE Pupils,48.5
Martha's Vineyard,2015,Out-of-District FTE Pupils,47.2
Martha's Vineyard,2016,Out-of-District FTE Pupils,52.8
Martha's Vineyard,2017,Out-of-District FTE Pupils,43.6
Martha's Vineyard,2018,Out-of-District FTE Pupils,43.0
Martha's Vineyard,2019,Out-of-District FTE Pupils,40.5
Martha's Vineyard,2020,Out-of-District FTE Pupils,41.8
Martha's Vineyard,2021,Out-of-District FTE Pupils,53.3
Martha's Vineyard,2022,Out-of-District FTE Pupils,50.1
Martha's Vineyard,2023,Out-of-District FTE Pupils,50.2
Martha's Vineyard,2024,Out-of-District FTE Pupils,44.2
Martha's Vineyard Charter Public School (District),2019,In-District FTE Pupils,178.2
Martha's Vineyard Charter Public School (District),2020,In-District FTE Pupils,173.0
Martha's Vineyard Charter Public School (District),2021,In-District FTE Pupils,168.3
Martha's Vineyard Charter Public School (District),2022,In-District FTE Pupils,174.6
Martha's Vineyard Charter Public School (District),2023,In-District FTE Pupils,180.2
Martha's Vineyard Charter Public School (District),2024,In-District FTE Pupils,177.8
Martha's Vineyard Charter Public School (District),2019,Out-of-District FTE Pupils,0.0
Martha's Vineyard Charter Public School (District),2020,Out-of-District FTE Pupils,0.0
Martha's Vineyard Charter Public School (District),2021,Out-of-District FTE Pupils,0.0
Martha's Vineyard Charter Public School (District),2022,Out-of-District FTE Pupils,0.0
Martha's Vineyard Charter Public School (District),2023,Out-of-District FTE Pupils,0.0
Martha's Vineyard Charter Public School (District),2024,Out-of-District FTE Pupils,0.0
"Martin Luther King, Jr. Charter School of Excellence (District)",2019,In-District FTE Pupils,369.7
"Martin Luther King, Jr. Charter School of Excellence (District)",2020,In-District FTE Pupils,363.6
"Martin Luther King, Jr. Charter School of Excellence (District)",2021,In-District FTE Pupils,362.6
"Martin Luther King, Jr. Charter School of Excellence (District)",2022,In-District FTE Pupils,357.1
"Martin Luther King, Jr. Charter School of Excellence (District)",2023,In-District FTE Pupils,354.9
"Martin Luther King, Jr. Charter School of Excellence (District)",2024,In-District FTE Pupils,357.4
"Martin Luther King, Jr. Charter School of Excellence (District)",2019,Out-of-District FTE Pupils,0.0
"Martin Luther King, Jr. Charter School of Excellence (District)",2020,Out-of-District FTE Pupils,0.0
"Martin Luther King, Jr. Charter School of Excellence (District)",2021,Out-of-District FTE Pupils,0.0
"Martin Luther King, Jr. Charter School of Excellence (District)",2022,Out-of-District FTE Pupils,0.0
"Martin Luther King, Jr. Charter School of Excellence (District)",2023,Out-of-District FTE Pupils,0.0
"Martin Luther King, Jr. Charter School of Excellence (District)",2024,Out-of-District FTE Pupils,0.0
Masconomet,2009,In-District FTE Pupils,2144.4
Masconomet,2010,In-District FTE Pupils,2082.8
Masconomet,2011,In-District FTE Pupils,2080.7
Masconomet,2012,In-District FTE Pupils,2061.2
Masconomet,2013,In-District FTE Pupils,2043.2
Masconomet,2014,In-District FTE Pupils,2016.7
Masconomet,2015,In-District FTE Pupils,1946.6
Masconomet,2016,In-District FTE Pupils,1904.3
Masconomet,2017,In-District FTE Pupils,1829.9
Masconomet,2018,In-District FTE Pupils,1792.6
Masconomet,2019,In-District FTE Pupils,1758.5
Masconomet,2020,In-District FTE Pupils,1719.8
Masconomet,2021,In-District FTE Pupils,1667.7
Masconomet,2022,In-District FTE Pupils,1632.7
Masconomet,2023,In-District FTE Pupils,1532.7
Masconomet,2024,In-District FTE Pupils,1514.9
Masconomet,2009,Out-of-District FTE Pupils,48.0
Masconomet,2010,Out-of-District FTE Pupils,47.3
Masconomet,2011,Out-of-District FTE Pupils,38.9
Masconomet,2012,Out-of-District FTE Pupils,34.7
Masconomet,2013,Out-of-District FTE Pupils,49.8
Masconomet,2014,Out-of-District FTE Pupils,43.5
Masconomet,2015,Out-of-District FTE Pupils,44.6
Masconomet,2016,Out-of-District FTE Pupils,49.8
Masconomet,2017,Out-of-District FTE Pupils,50.4
Masconomet,2018,Out-of-District FTE Pupils,51.7
Masconomet,2019,Out-of-District FTE Pupils,54.1
Masconomet,2020,Out-of-District FTE Pupils,46.6
Masconomet,2021,Out-of-District FTE Pupils,65.8
Masconomet,2022,Out-of-District FTE Pupils,72.8
Masconomet,2023,Out-of-District FTE Pupils,78.6
Masconomet,2024,Out-of-District FTE Pupils,80.7
Mashpee,2009,In-District FTE Pupils,1785.5
Mashpee,2010,In-District FTE Pupils,1811.5
Mashpee,2011,In-District FTE Pupils,1767.6
Mashpee,2012,In-District FTE Pupils,1744.2
Mashpee,2013,In-District FTE Pupils,1715.4
Mashpee,2014,In-District FTE Pupils,1681.0
Mashpee,2015,In-District FTE Pupils,1677.8
Mashpee,2016,In-District FTE Pupils,1625.3
Mashpee,2017,In-District FTE Pupils,1658.6
Mashpee,2018,In-District FTE Pupils,1643.3
Mashpee,2019,In-District FTE Pupils,1614.6
Mashpee,2020,In-District FTE Pupils,1579.9
Mashpee,2021,In-District FTE Pupils,1474.4
Mashpee,2022,In-District FTE Pupils,1467.8
Mashpee,2023,In-District FTE Pupils,1454.9
Mashpee,2024,In-District FTE Pupils,1435.5
Mashpee,2009,Out-of-District FTE Pupils,69.4
Mashpee,2010,Out-of-District FTE Pupils,69.6
Mashpee,2011,Out-of-District FTE Pupils,82.9
Mashpee,2012,Out-of-District FTE Pupils,115.6
Mashpee,2013,Out-of-District FTE Pupils,150.5
Mashpee,2014,Out-of-District FTE Pupils,137.3
Mashpee,2015,Out-of-District FTE Pupils,134.7
Mashpee,2016,Out-of-District FTE Pupils,147.1
Mashpee,2017,Out-of-District FTE Pupils,171.5
Mashpee,2018,Out-of-District FTE Pupils,156.2
Mashpee,2019,Out-of-District FTE Pupils,177.5
Mashpee,2020,Out-of-District FTE Pupils,175.0
Mashpee,2021,Out-of-District FTE Pupils,181.7
Mashpee,2022,Out-of-District FTE Pupils,158.0
Mashpee,2023,Out-of-District FTE Pupils,145.5
Mashpee,2024,Out-of-District FTE Pupils,158.0
Match Charter Public School (District),2019,In-District FTE Pupils,1220.3
Match Charter Public School (District),2020,In-District FTE Pupils,1216.2
Match Charter Public School (District),2021,In-District FTE Pupils,1223.5
Match Charter Public School (District),2022,In-District FTE Pupils,1208.9
Match Charter Public School (District),2023,In-District FTE Pupils,1172.2
Match Charter Public School (District),2024,In-District FTE Pupils,1157.6
Match Charter Public School (District),2019,Out-of-District FTE Pupils,0.0
Match Charter Public School (District),2020,Out-of-District FTE Pupils,0.0
Match Charter Public School (District),2021,Out-of-District FTE Pupils,0.0
Match Charter Public School (District),2022,Out-of-District FTE Pupils,0.0
Match Charter Public School (District),2023,Out-of-District FTE Pupils,0.0
Match Charter Public School (District),2024,Out-of-District FTE Pupils,0.0
Mattapoisett,2009,In-District FTE Pupils,519.3
Mattapoisett,2010,In-District FTE Pupils,519.4
Mattapoisett,2011,In-District FTE Pupils,525.7
Mattapoisett,2012,In-District FTE Pupils,513.9
Mattapoisett,2013,In-District FTE Pupils,501.8
Mattapoisett,2014,In-District FTE Pupils,507.5
Mattapoisett,2015,In-District FTE Pupils,501.5
Mattapoisett,2016,In-District FTE Pupils,480.1
Mattapoisett,2017,In-District FTE Pupils,446.3
Mattapoisett,2018,In-District FTE Pupils,448.2
Mattapoisett,2019,In-District FTE Pupils,443.9
Mattapoisett,2020,In-District FTE Pupils,438.9
Mattapoisett,2021,In-District FTE Pupils,398.0
Mattapoisett,2022,In-District FTE Pupils,425.7
Mattapoisett,2023,In-District FTE Pupils,413.1
Mattapoisett,2024,In-District FTE Pupils,389.1
Mattapoisett,2009,Out-of-District FTE Pupils,9.6
Mattapoisett,2010,Out-of-District FTE Pupils,9.6
Mattapoisett,2011,Out-of-District FTE Pupils,13.1
Mattapoisett,2012,Out-of-District FTE Pupils,12.2
Mattapoisett,2013,Out-of-District FTE Pupils,12.3
Mattapoisett,2014,Out-of-District FTE Pupils,13.9
Mattapoisett,2015,Out-of-District FTE Pupils,19.3
Mattapoisett,2016,Out-of-District FTE Pupils,16.7
Mattapoisett,2017,Out-of-District FTE Pupils,16.9
Mattapoisett,2018,Out-of-District FTE Pupils,16.8
Mattapoisett,2019,Out-of-District FTE Pupils,17.8
Mattapoisett,2020,Out-of-District FTE Pupils,7.0
Mattapoisett,2021,Out-of-District FTE Pupils,10.0
Mattapoisett,2022,Out-of-District FTE Pupils,7.4
Mattapoisett,2023,Out-of-District FTE Pupils,8.9
Mattapoisett,2024,Out-of-District FTE Pupils,9.6
Maynard,2009,In-District FTE Pupils,1247.8
Maynard,2010,In-District FTE Pupils,1331.9
Maynard,2011,In-District FTE Pupils,1308.8
Maynard,2012,In-District FTE Pupils,1308.3
Maynard,2013,In-District FTE Pupils,1340.1
Maynard,2014,In-District FTE Pupils,1391.1
Maynard,2015,In-District FTE Pupils,1418.3
Maynard,2016,In-District FTE Pupils,1419.3
Maynard,2017,In-District FTE Pupils,1441.0
Maynard,2018,In-District FTE Pupils,1386.0
Maynard,2019,In-District FTE Pupils,1348.5
Maynard,2020,In-District FTE Pupils,1263.0
Maynard,2021,In-District FTE Pupils,1173.7
Maynard,2022,In-District FTE Pupils,1199.9
Maynard,2023,In-District FTE Pupils,1196.6
Maynard,2024,In-District FTE Pupils,1218.4
Maynard,2009,Out-of-District FTE Pupils,89.0
Maynard,2010,Out-of-District FTE Pupils,100.4
Maynard,2011,Out-of-District FTE Pupils,103.2
Maynard,2012,Out-of-District FTE Pupils,96.0
Maynard,2013,Out-of-District FTE Pupils,90.1
Maynard,2014,Out-of-District FTE Pupils,94.3
Maynard,2015,Out-of-District FTE Pupils,89.1
Maynard,2016,Out-of-District FTE Pupils,106.5
Maynard,2017,Out-of-District FTE Pupils,117.8
Maynard,2018,Out-of-District FTE Pupils,135.3
Maynard,2019,Out-of-District FTE Pupils,144.1
Maynard,2020,Out-of-District FTE Pupils,170.4
Maynard,2021,Out-of-District FTE Pupils,171.2
Maynard,2022,Out-of-District FTE Pupils,173.5
Maynard,2023,Out-of-District FTE Pupils,161.8
Maynard,2024,Out-of-District FTE Pupils,166.4
Medfield,2009,In-District FTE Pupils,2993.8
Medfield,2010,In-District FTE Pupils,3004.3
Medfield,2011,In-District FTE Pupils,2921.1
Medfield,2012,In-District FTE Pupils,2832.1
Medfield,2013,In-District FTE Pupils,2757.7
Medfield,2014,In-District FTE Pupils,2656.4
Medfield,2015,In-District FTE Pupils,2590.7
Medfield,2016,In-District FTE Pupils,2598.5
Medfield,2017,In-District FTE Pupils,2581.8
Medfield,2018,In-District FTE Pupils,2596.7
Medfield,2019,In-District FTE Pupils,2578.1
Medfield,2020,In-District FTE Pupils,2603.7
Medfield,2021,In-District FTE Pupils,2482.9
Medfield,2022,In-District FTE Pupils,2532.5
Medfield,2023,In-District FTE Pupils,2504.9
Medfield,2024,In-District FTE Pupils,2486.0
Medfield,2009,Out-of-District FTE Pupils,31.8
Medfield,2010,Out-of-District FTE Pupils,35.9
Medfield,2011,Out-of-District FTE Pupils,40.7
Medfield,2012,Out-of-District FTE Pupils,27.9
Medfield,2013,Out-of-District FTE Pupils,28.5
Medfield,2014,Out-of-District FTE Pupils,31.9
Medfield,2015,Out-of-District FTE Pupils,37.8
Medfield,2016,Out-of-District FTE Pupils,37.7
Medfield,2017,Out-of-District FTE Pupils,38.4
Medfield,2018,Out-of-District FTE Pupils,39.7
Medfield,2019,Out-of-District FTE Pupils,35.7
Medfield,2020,Out-of-District FTE Pupils,25.1
Medfield,2021,Out-of-District FTE Pupils,27.0
Medfield,2022,Out-of-District FTE Pupils,29.9
Medfield,2023,Out-of-District FTE Pupils,28.9
Medfield,2024,Out-of-District FTE Pupils,21.3
Medford,2009,In-District FTE Pupils,4807.9
Medford,2010,In-District FTE Pupils,4847.6
Medford,2011,In-District FTE Pupils,4865.0
Medford,2012,In-District FTE Pupils,4799.1
Medford,2013,In-District FTE Pupils,4617.4
Medford,2014,In-District FTE Pupils,4541.5
Medford,2015,In-District FTE Pupils,4435.9
Medford,2016,In-District FTE Pupils,4339.9
Medford,2017,In-District FTE Pupils,4394.4
Medford,2018,In-District FTE Pupils,4359.3
Medford,2019,In-District FTE Pupils,4243.0
Medford,2020,In-District FTE Pupils,4206.4
Medford,2021,In-District FTE Pupils,3943.0
Medford,2022,In-District FTE Pupils,4140.2
Medford,2023,In-District FTE Pupils,4171.2
Medford,2024,In-District FTE Pupils,4159.7
Medford,2009,Out-of-District FTE Pupils,424.0
Medford,2010,Out-of-District FTE Pupils,429.9
Medford,2011,Out-of-District FTE Pupils,460.2
Medford,2012,Out-of-District FTE Pupils,448.9
Medford,2013,Out-of-District FTE Pupils,447.6
Medford,2014,Out-of-District FTE Pupils,440.0
Medford,2015,Out-of-District FTE Pupils,439.7
Medford,2016,Out-of-District FTE Pupils,435.3
Medford,2017,Out-of-District FTE Pupils,414.1
Medford,2018,Out-of-District FTE Pupils,448.9
Medford,2019,Out-of-District FTE Pupils,502.1
Medford,2020,Out-of-District FTE Pupils,512.8
Medford,2021,Out-of-District FTE Pupils,530.0
Medford,2022,Out-of-District FTE Pupils,505.5
Medford,2023,Out-of-District FTE Pupils,476.3
Medford,2024,Out-of-District FTE Pupils,464.3
Medway,2009,In-District FTE Pupils,2739.4
Medway,2010,In-District FTE Pupils,2681.9
Medway,2011,In-District FTE Pupils,2638.2
Medway,2012,In-District FTE Pupils,2568.3
Medway,2013,In-District FTE Pupils,2482.1
Medway,2014,In-District FTE Pupils,2434.6
Medway,2015,In-District FTE Pupils,2394.9
Medway,2016,In-District FTE Pupils,2351.6
Medway,2017,In-District FTE Pupils,2325.9
Medway,2018,In-District FTE Pupils,2280.4
Medway,2019,In-District FTE Pupils,2216.4
Medway,2020,In-District FTE Pupils,2178.8
Medway,2021,In-District FTE Pupils,2073.3
Medway,2022,In-District FTE Pupils,2122.5
Medway,2023,In-District FTE Pupils,2137.3
Medway,2024,In-District FTE Pupils,2180.4
Medway,2009,Out-of-District FTE Pupils,80.1
Medway,2010,Out-of-District FTE Pupils,90.3
Medway,2011,Out-of-District FTE Pupils,93.7
Medway,2012,Out-of-District FTE Pupils,99.2
Medway,2013,Out-of-District FTE Pupils,105.7
Medway,2014,Out-of-District FTE Pupils,101.4
Medway,2015,Out-of-District FTE Pupils,105.3
Medway,2016,Out-of-District FTE Pupils,105.7
Medway,2017,Out-of-District FTE Pupils,104.8
Medway,2018,Out-of-District FTE Pupils,99.6
Medway,2019,Out-of-District FTE Pupils,102.1
Medway,2020,Out-of-District FTE Pupils,96.1
Medway,2021,Out-of-District FTE Pupils,107.5
Medway,2022,Out-of-District FTE Pupils,103.3
Medway,2023,Out-of-District FTE Pupils,95.4
Medway,2024,Out-of-District FTE Pupils,102.8
Melrose,2009,In-District FTE Pupils,3672.4
Melrose,2010,In-District FTE Pupils,3756.3
Melrose,2011,In-District FTE Pupils,3727.1
Melrose,2012,In-District FTE Pupils,3670.6
Melrose,2013,In-District FTE Pupils,3670.2
Melrose,2014,In-District FTE Pupils,3672.4
Melrose,2015,In-District FTE Pupils,3691.8
Melrose,2016,In-District FTE Pupils,3741.6
Melrose,2017,In-District FTE Pupils,3788.6
Melrose,2018,In-District FTE Pupils,3905.1
Melrose,2019,In-District FTE Pupils,3949.0
Melrose,2020,In-District FTE Pupils,3994.4
Melrose,2021,In-District FTE Pupils,3693.3
Melrose,2022,In-District FTE Pupils,3847.8
Melrose,2023,In-District FTE Pupils,3869.2
Melrose,2024,In-District FTE Pupils,3911.4
Melrose,2009,Out-of-District FTE Pupils,278.3
Melrose,2010,Out-of-District FTE Pupils,285.1
Melrose,2011,Out-of-District FTE Pupils,302.0
Melrose,2012,Out-of-District FTE Pupils,312.4
Melrose,2013,Out-of-District FTE Pupils,312.5
Melrose,2014,Out-of-District FTE Pupils,306.2
Melrose,2015,Out-of-District FTE Pupils,315.8
Melrose,2016,Out-of-District FTE Pupils,305.5
Melrose,2017,Out-of-District FTE Pupils,307.8
Melrose,2018,Out-of-District FTE Pupils,295.1
Melrose,2019,Out-of-District FTE Pupils,287.1
Melrose,2020,Out-of-District FTE Pupils,305.9
Melrose,2021,Out-of-District FTE Pupils,322.1
Melrose,2022,Out-of-District FTE Pupils,318.6
Melrose,2023,Out-of-District FTE Pupils,326.1
Melrose,2024,Out-of-District FTE Pupils,346.0
Mendon-Upton,2009,In-District FTE Pupils,2848.2
Mendon-Upton,2010,In-District FTE Pupils,2831.1
Mendon-Upton,2011,In-District FTE Pupils,2706.8
Mendon-Upton,2012,In-District FTE Pupils,2560.2
Mendon-Upton,2013,In-District FTE Pupils,2520.1
Mendon-Upton,2014,In-District FTE Pupils,2389.6
Mendon-Upton,2015,In-District FTE Pupils,2326.6
Mendon-Upton,2016,In-District FTE Pupils,2261.5
Mendon-Upton,2017,In-District FTE Pupils,2222.5
Mendon-Upton,2018,In-District FTE Pupils,2252.3
Mendon-Upton,2019,In-District FTE Pupils,2288.6
Mendon-Upton,2020,In-District FTE Pupils,2249.8
Mendon-Upton,2021,In-District FTE Pupils,2158.2
Mendon-Upton,2022,In-District FTE Pupils,2157.8
Mendon-Upton,2023,In-District FTE Pupils,2115.9
Mendon-Upton,2024,In-District FTE Pupils,2073.5
Mendon-Upton,2009,Out-of-District FTE Pupils,88.6
Mendon-Upton,2010,Out-of-District FTE Pupils,96.2
Mendon-Upton,2011,Out-of-District FTE Pupils,118.5
Mendon-Upton,2012,Out-of-District FTE Pupils,113.5
Mendon-Upton,2013,Out-of-District FTE Pupils,124.2
Mendon-Upton,2014,Out-of-District FTE Pupils,126.1
Mendon-Upton,2015,Out-of-District FTE Pupils,124.8
Mendon-Upton,2016,Out-of-District FTE Pupils,109.8
Mendon-Upton,2017,Out-of-District FTE Pupils,113.9
Mendon-Upton,2018,Out-of-District FTE Pupils,108.7
