District,YEAR,Category,PPE
Rowe,2020,Other,724.0
Rowe,2021,Other,1162.0
Rowe,2022,Other,851.0
Rowe,2023,Other,856.0
Rowe,2024,Other,1222.0
Roxbury Preparatory Charter (District),2019,Teachers,4462.0
Roxbury Preparatory Charter (District),2020,Teachers,4851.0
Roxbury Preparatory Charter (District),2021,Teachers,5262.0
Roxbury Preparatory Charter (District),2022,Teachers,6517.0
Roxbury Preparatory Charter (District),2023,Teachers,6814.0
Roxbury Preparatory Charter (District),2024,Teachers,7399.0
Roxbury Preparatory Charter (District),2019,"Insurance, Retirement and Other",3589.0
Roxbury Preparatory Charter (District),2020,"Insurance, Retirement and Other",4405.0
Roxbury Preparatory Charter (District),2021,"Insurance, Retirement and Other",5204.0
Roxbury Preparatory Charter (District),2022,"Insurance, Retirement and Other",-349.0
Roxbury Preparatory Charter (District),2023,"Insurance, Retirement and Other",2285.0
Roxbury Preparatory Charter (District),2024,"Insurance, Retirement and Other",2500.0
Roxbury Preparatory Charter (District),2019,Pupil Services,1634.0
Roxbury Preparatory Charter (District),2020,Pupil Services,666.0
Roxbury Preparatory Charter (District),2021,Pupil Services,576.0
Roxbury Preparatory Charter (District),2022,Pupil Services,1620.0
Roxbury Preparatory Charter (District),2023,Pupil Services,2058.0
Roxbury Preparatory Charter (District),2024,Pupil Services,2418.0
Roxbury Preparatory Charter (District),2019,Other Teaching Services,548.0
Roxbury Preparatory Charter (District),2020,Other Teaching Services,2144.0
Roxbury Preparatory Charter (District),2021,Other Teaching Services,1962.0
Roxbury Preparatory Charter (District),2022,Other Teaching Services,631.0
Roxbury Preparatory Charter (District),2023,Other Teaching Services,1276.0
Roxbury Preparatory Charter (District),2024,Other Teaching Services,1678.0
Roxbury Preparatory Charter (District),2019,Operations and Maintenance,1268.0
Roxbury Preparatory Charter (District),2020,Operations and Maintenance,1364.0
Roxbury Preparatory Charter (District),2021,Operations and Maintenance,1204.0
Roxbury Preparatory Charter (District),2022,Operations and Maintenance,2263.0
Roxbury Preparatory Charter (District),2023,Operations and Maintenance,2341.0
Roxbury Preparatory Charter (District),2024,Operations and Maintenance,4747.0
Roxbury Preparatory Charter (District),2019,Instructional Leadership,2055.0
Roxbury Preparatory Charter (District),2020,Instructional Leadership,2112.0
Roxbury Preparatory Charter (District),2021,Instructional Leadership,1796.0
Roxbury Preparatory Charter (District),2022,Instructional Leadership,1879.0
Roxbury Preparatory Charter (District),2023,Instructional Leadership,2674.0
Roxbury Preparatory Charter (District),2024,Instructional Leadership,2322.0
Roxbury Preparatory Charter (District),2019,Administration,2313.0
Roxbury Preparatory Charter (District),2020,Administration,2324.0
Roxbury Preparatory Charter (District),2021,Administration,1802.0
Roxbury Preparatory Charter (District),2022,Administration,6555.0
Roxbury Preparatory Charter (District),2023,Administration,6376.0
Roxbury Preparatory Charter (District),2024,Administration,5404.0
Roxbury Preparatory Charter (District),2019,"Guidance, Counseling and Testing",297.0
Roxbury Preparatory Charter (District),2020,"Guidance, Counseling and Testing",543.0
Roxbury Preparatory Charter (District),2021,"Guidance, Counseling and Testing",603.0
Roxbury Preparatory Charter (District),2022,"Guidance, Counseling and Testing",278.0
Roxbury Preparatory Charter (District),2023,"Guidance, Counseling and Testing",890.0
Roxbury Preparatory Charter (District),2024,"Guidance, Counseling and Testing",1003.0
Roxbury Preparatory Charter (District),2019,Other,1818.0
Roxbury Preparatory Charter (District),2020,Other,1134.0
Roxbury Preparatory Charter (District),2021,Other,1228.0
Roxbury Preparatory Charter (District),2022,Other,1116.0
Roxbury Preparatory Charter (District),2023,Other,1686.0
Roxbury Preparatory Charter (District),2024,Other,1706.0
Salem,2009,Teachers,5894.0
Salem,2010,Teachers,5674.0
Salem,2011,Teachers,6280.0
Salem,2012,Teachers,6266.0
Salem,2013,Teachers,7128.0
Salem,2014,Teachers,7359.0
Salem,2015,Teachers,7237.0
Salem,2016,Teachers,8405.0
Salem,2017,Teachers,8483.0
Salem,2018,Teachers,8793.0
Salem,2019,Teachers,8740.0
Salem,2020,Teachers,8749.0
Salem,2021,Teachers,8137.0
Salem,2022,Teachers,8748.0
Salem,2023,Teachers,8078.0
Salem,2024,Teachers,8848.0
Salem,2009,"Insurance, Retirement and Other",2844.0
Salem,2010,"Insurance, Retirement and Other",2257.0
Salem,2011,"Insurance, Retirement and Other",2508.0
Salem,2012,"Insurance, Retirement and Other",2825.0
Salem,2013,"Insurance, Retirement and Other",2731.0
Salem,2014,"Insurance, Retirement and Other",2822.0
Salem,2015,"Insurance, Retirement and Other",3191.0
Salem,2016,"Insurance, Retirement and Other",3765.0
Salem,2017,"Insurance, Retirement and Other",3041.0
Salem,2018,"Insurance, Retirement and Other",3197.0
Salem,2019,"Insurance, Retirement and Other",3154.0
Salem,2020,"Insurance, Retirement and Other",3509.0
Salem,2021,"Insurance, Retirement and Other",2957.0
Salem,2022,"Insurance, Retirement and Other",3267.0
Salem,2023,"Insurance, Retirement and Other",3289.0
Salem,2024,"Insurance, Retirement and Other",3365.0
Salem,2009,Pupil Services,1242.0
Salem,2010,Pupil Services,869.0
Salem,2011,Pupil Services,1029.0
Salem,2012,Pupil Services,928.0
Salem,2013,Pupil Services,1004.0
Salem,2014,Pupil Services,1092.0
Salem,2015,Pupil Services,1128.0
Salem,2016,Pupil Services,1490.0
Salem,2017,Pupil Services,1583.0
Salem,2018,Pupil Services,1663.0
Salem,2019,Pupil Services,1626.0
Salem,2020,Pupil Services,1827.0
Salem,2021,Pupil Services,1634.0
Salem,2022,Pupil Services,2405.0
Salem,2023,Pupil Services,2624.0
Salem,2024,Pupil Services,3334.0
Salem,2009,Other Teaching Services,1016.0
Salem,2010,Other Teaching Services,1000.0
Salem,2011,Other Teaching Services,955.0
Salem,2012,Other Teaching Services,916.0
Salem,2013,Other Teaching Services,817.0
Salem,2014,Other Teaching Services,871.0
Salem,2015,Other Teaching Services,1188.0
Salem,2016,Other Teaching Services,871.0
Salem,2017,Other Teaching Services,963.0
Salem,2018,Other Teaching Services,1140.0
Salem,2019,Other Teaching Services,1055.0
Salem,2020,Other Teaching Services,1183.0
Salem,2021,Other Teaching Services,1661.0
Salem,2022,Other Teaching Services,1900.0
Salem,2023,Other Teaching Services,2275.0
Salem,2024,Other Teaching Services,2094.0
Salem,2009,Operations and Maintenance,906.0
Salem,2010,Operations and Maintenance,845.0
Salem,2011,Operations and Maintenance,836.0
Salem,2012,Operations and Maintenance,767.0
Salem,2013,Operations and Maintenance,946.0
Salem,2014,Operations and Maintenance,859.0
Salem,2015,Operations and Maintenance,880.0
Salem,2016,Operations and Maintenance,952.0
Salem,2017,Operations and Maintenance,1027.0
Salem,2018,Operations and Maintenance,1029.0
Salem,2019,Operations and Maintenance,1099.0
Salem,2020,Operations and Maintenance,1199.0
Salem,2021,Operations and Maintenance,1447.0
Salem,2022,Operations and Maintenance,1491.0
Salem,2023,Operations and Maintenance,1599.0
Salem,2024,Operations and Maintenance,1777.0
Salem,2009,Instructional Leadership,642.0
Salem,2010,Instructional Leadership,722.0
Salem,2011,Instructional Leadership,682.0
Salem,2012,Instructional Leadership,753.0
Salem,2013,Instructional Leadership,957.0
Salem,2014,Instructional Leadership,1082.0
Salem,2015,Instructional Leadership,1557.0
Salem,2016,Instructional Leadership,1063.0
Salem,2017,Instructional Leadership,1346.0
Salem,2018,Instructional Leadership,1224.0
Salem,2019,Instructional Leadership,1392.0
Salem,2020,Instructional Leadership,1674.0
Salem,2021,Instructional Leadership,1877.0
Salem,2022,Instructional Leadership,1638.0
Salem,2023,Instructional Leadership,1844.0
Salem,2024,Instructional Leadership,1731.0
Salem,2009,Administration,441.0
Salem,2010,Administration,497.0
Salem,2011,Administration,577.0
Salem,2012,Administration,521.0
Salem,2013,Administration,598.0
Salem,2014,Administration,617.0
Salem,2015,Administration,700.0
Salem,2016,Administration,936.0
Salem,2017,Administration,715.0
Salem,2018,Administration,825.0
Salem,2019,Administration,837.0
Salem,2020,Administration,965.0
Salem,2021,Administration,875.0
Salem,2022,Administration,1048.0
Salem,2023,Administration,1177.0
Salem,2024,Administration,1144.0
Salem,2009,"Guidance, Counseling and Testing",358.0
Salem,2010,"Guidance, Counseling and Testing",432.0
Salem,2011,"Guidance, Counseling and Testing",519.0
Salem,2012,"Guidance, Counseling and Testing",661.0
Salem,2013,"Guidance, Counseling and Testing",634.0
Salem,2014,"Guidance, Counseling and Testing",768.0
Salem,2015,"Guidance, Counseling and Testing",910.0
Salem,2016,"Guidance, Counseling and Testing",721.0
Salem,2017,"Guidance, Counseling and Testing",610.0
Salem,2018,"Guidance, Counseling and Testing",705.0
Salem,2019,"Guidance, Counseling and Testing",690.0
Salem,2020,"Guidance, Counseling and Testing",745.0
Salem,2021,"Guidance, Counseling and Testing",788.0
Salem,2022,"Guidance, Counseling and Testing",942.0
Salem,2023,"Guidance, Counseling and Testing",1223.0
Salem,2024,"Guidance, Counseling and Testing",1100.0
Salem,2009,Other,698.0
Salem,2010,Other,769.0
Salem,2011,Other,735.0
Salem,2012,Other,596.0
Salem,2013,Other,695.0
Salem,2014,Other,705.0
Salem,2015,Other,780.0
Salem,2016,Other,1006.0
Salem,2017,Other,872.0
Salem,2018,Other,931.0
Salem,2019,Other,1142.0
Salem,2020,Other,1239.0
Salem,2021,Other,1615.0
Salem,2022,Other,1925.0
Salem,2023,Other,2397.0
Salem,2024,Other,2429.0
Salem Academy Charter (District),2019,Teachers,5802.0
Salem Academy Charter (District),2020,Teachers,6140.0
Salem Academy Charter (District),2021,Teachers,6151.0
Salem Academy Charter (District),2022,Teachers,6139.0
Salem Academy Charter (District),2023,Teachers,7194.0
Salem Academy Charter (District),2024,Teachers,7872.0
Salem Academy Charter (District),2019,"Insurance, Retirement and Other",4019.0
Salem Academy Charter (District),2020,"Insurance, Retirement and Other",4790.0
Salem Academy Charter (District),2021,"Insurance, Retirement and Other",5510.0
Salem Academy Charter (District),2022,"Insurance, Retirement and Other",1653.0
Salem Academy Charter (District),2023,"Insurance, Retirement and Other",1860.0
Salem Academy Charter (District),2024,"Insurance, Retirement and Other",1986.0
Salem Academy Charter (District),2019,Pupil Services,1031.0
Salem Academy Charter (District),2020,Pupil Services,841.0
Salem Academy Charter (District),2021,Pupil Services,802.0
Salem Academy Charter (District),2022,Pupil Services,1193.0
Salem Academy Charter (District),2023,Pupil Services,1069.0
Salem Academy Charter (District),2024,Pupil Services,1431.0
Salem Academy Charter (District),2019,Other Teaching Services,1126.0
Salem Academy Charter (District),2020,Other Teaching Services,879.0
Salem Academy Charter (District),2021,Other Teaching Services,857.0
Salem Academy Charter (District),2022,Other Teaching Services,1052.0
Salem Academy Charter (District),2023,Other Teaching Services,959.0
Salem Academy Charter (District),2024,Other Teaching Services,340.0
Salem Academy Charter (District),2019,Operations and Maintenance,938.0
Salem Academy Charter (District),2020,Operations and Maintenance,996.0
Salem Academy Charter (District),2021,Operations and Maintenance,963.0
Salem Academy Charter (District),2022,Operations and Maintenance,1361.0
Salem Academy Charter (District),2023,Operations and Maintenance,1504.0
Salem Academy Charter (District),2024,Operations and Maintenance,1040.0
Salem Academy Charter (District),2019,Instructional Leadership,1034.0
Salem Academy Charter (District),2020,Instructional Leadership,1298.0
Salem Academy Charter (District),2021,Instructional Leadership,1302.0
Salem Academy Charter (District),2022,Instructional Leadership,1579.0
Salem Academy Charter (District),2023,Instructional Leadership,1593.0
Salem Academy Charter (District),2024,Instructional Leadership,2615.0
Salem Academy Charter (District),2019,Administration,1571.0
Salem Academy Charter (District),2020,Administration,1616.0
Salem Academy Charter (District),2021,Administration,2179.0
Salem Academy Charter (District),2022,Administration,2305.0
Salem Academy Charter (District),2023,Administration,2459.0
Salem Academy Charter (District),2024,Administration,2772.0
Salem Academy Charter (District),2019,"Guidance, Counseling and Testing",837.0
Salem Academy Charter (District),2020,"Guidance, Counseling and Testing",840.0
Salem Academy Charter (District),2021,"Guidance, Counseling and Testing",1129.0
Salem Academy Charter (District),2022,"Guidance, Counseling and Testing",1366.0
Salem Academy Charter (District),2023,"Guidance, Counseling and Testing",1505.0
Salem Academy Charter (District),2024,"Guidance, Counseling and Testing",1412.0
Salem Academy Charter (District),2019,Other,304.0
Salem Academy Charter (District),2020,Other,344.0
Salem Academy Charter (District),2021,Other,368.0
Salem Academy Charter (District),2022,Other,613.0
Salem Academy Charter (District),2023,Other,1233.0
Salem Academy Charter (District),2024,Other,1326.0
Sandwich,2009,Teachers,4337.0
Sandwich,2010,Teachers,4489.0
Sandwich,2011,Teachers,4422.0
Sandwich,2012,Teachers,4652.0
Sandwich,2013,Teachers,5281.0
Sandwich,2014,Teachers,5651.0
Sandwich,2015,Teachers,5822.0
Sandwich,2016,Teachers,5950.0
Sandwich,2017,Teachers,6046.0
Sandwich,2018,Teachers,6448.0
Sandwich,2019,Teachers,6370.0
Sandwich,2020,Teachers,6535.0
Sandwich,2021,Teachers,7118.0
Sandwich,2022,Teachers,6976.0
Sandwich,2023,Teachers,8169.0
Sandwich,2024,Teachers,7994.0
Sandwich,2009,"Insurance, Retirement and Other",1898.0
Sandwich,2010,"Insurance, Retirement and Other",1862.0
Sandwich,2011,"Insurance, Retirement and Other",2094.0
Sandwich,2012,"Insurance, Retirement and Other",2394.0
Sandwich,2013,"Insurance, Retirement and Other",2389.0
Sandwich,2014,"Insurance, Retirement and Other",2631.0
Sandwich,2015,"Insurance, Retirement and Other",2733.0
Sandwich,2016,"Insurance, Retirement and Other",2959.0
Sandwich,2017,"Insurance, Retirement and Other",3354.0
Sandwich,2018,"Insurance, Retirement and Other",3844.0
Sandwich,2019,"Insurance, Retirement and Other",4246.0
Sandwich,2020,"Insurance, Retirement and Other",4139.0
Sandwich,2021,"Insurance, Retirement and Other",4583.0
Sandwich,2022,"Insurance, Retirement and Other",4719.0
Sandwich,2023,"Insurance, Retirement and Other",5332.0
Sandwich,2024,"Insurance, Retirement and Other",5634.0
Sandwich,2009,Pupil Services,843.0
Sandwich,2010,Pupil Services,917.0
Sandwich,2011,Pupil Services,953.0
Sandwich,2012,Pupil Services,996.0
Sandwich,2013,Pupil Services,1148.0
Sandwich,2014,Pupil Services,1263.0
Sandwich,2015,Pupil Services,1386.0
Sandwich,2016,Pupil Services,1403.0
Sandwich,2017,Pupil Services,1439.0
Sandwich,2018,Pupil Services,1573.0
Sandwich,2019,Pupil Services,1819.0
Sandwich,2020,Pupil Services,1405.0
Sandwich,2021,Pupil Services,1587.0
Sandwich,2022,Pupil Services,1905.0
Sandwich,2023,Pupil Services,2148.0
Sandwich,2024,Pupil Services,2485.0
Sandwich,2009,Other Teaching Services,642.0
Sandwich,2010,Other Teaching Services,522.0
Sandwich,2011,Other Teaching Services,585.0
Sandwich,2012,Other Teaching Services,594.0
Sandwich,2013,Other Teaching Services,1004.0
Sandwich,2014,Other Teaching Services,901.0
Sandwich,2015,Other Teaching Services,874.0
Sandwich,2016,Other Teaching Services,889.0
Sandwich,2017,Other Teaching Services,1055.0
Sandwich,2018,Other Teaching Services,1158.0
Sandwich,2019,Other Teaching Services,1532.0
Sandwich,2020,Other Teaching Services,1611.0
Sandwich,2021,Other Teaching Services,1939.0
Sandwich,2022,Other Teaching Services,2154.0
Sandwich,2023,Other Teaching Services,2096.0
Sandwich,2024,Other Teaching Services,2677.0
Sandwich,2009,Operations and Maintenance,848.0
Sandwich,2010,Operations and Maintenance,768.0
Sandwich,2011,Operations and Maintenance,837.0
Sandwich,2012,Operations and Maintenance,800.0
Sandwich,2013,Operations and Maintenance,969.0
Sandwich,2014,Operations and Maintenance,1062.0
Sandwich,2015,Operations and Maintenance,1039.0
Sandwich,2016,Operations and Maintenance,1263.0
Sandwich,2017,Operations and Maintenance,1136.0
Sandwich,2018,Operations and Maintenance,1331.0
Sandwich,2019,Operations and Maintenance,1790.0
Sandwich,2020,Operations and Maintenance,1681.0
Sandwich,2021,Operations and Maintenance,2013.0
Sandwich,2022,Operations and Maintenance,2519.0
Sandwich,2023,Operations and Maintenance,2370.0
Sandwich,2024,Operations and Maintenance,3214.0
Sandwich,2009,Instructional Leadership,642.0
Sandwich,2010,Instructional Leadership,680.0
Sandwich,2011,Instructional Leadership,628.0
Sandwich,2012,Instructional Leadership,713.0
Sandwich,2013,Instructional Leadership,711.0
