District,YEAR,Category,PPE
Leicester,2012,Operations and Maintenance,825.0
Leicester,2013,Operations and Maintenance,907.0
Leicester,2014,Operations and Maintenance,908.0
Leicester,2015,Operations and Maintenance,1052.0
Leicester,2016,Operations and Maintenance,927.0
Leicester,2017,Operations and Maintenance,868.0
Leicester,2018,Operations and Maintenance,722.0
Leicester,2019,Operations and Maintenance,1206.0
Leicester,2020,Operations and Maintenance,1145.0
Leicester,2021,Operations and Maintenance,1190.0
Leicester,2022,Operations and Maintenance,1065.0
Leicester,2023,Operations and Maintenance,1110.0
Leicester,2024,Operations and Maintenance,1933.0
Leicester,2009,Instructional Leadership,511.0
Leicester,2010,Instructional Leadership,503.0
Leicester,2011,Instructional Leadership,491.0
Leicester,2012,Instructional Leadership,510.0
Leicester,2013,Instructional Leadership,586.0
Leicester,2014,Instructional Leadership,635.0
Leicester,2015,Instructional Leadership,710.0
Leicester,2016,Instructional Leadership,768.0
Leicester,2017,Instructional Leadership,852.0
Leicester,2018,Instructional Leadership,878.0
Leicester,2019,Instructional Leadership,764.0
Leicester,2020,Instructional Leadership,827.0
Leicester,2021,Instructional Leadership,1009.0
Leicester,2022,Instructional Leadership,923.0
Leicester,2023,Instructional Leadership,955.0
Leicester,2024,Instructional Leadership,1145.0
Leicester,2009,Administration,376.0
Leicester,2010,Administration,460.0
Leicester,2011,Administration,501.0
Leicester,2012,Administration,538.0
Leicester,2013,Administration,480.0
Leicester,2014,Administration,594.0
Leicester,2015,Administration,533.0
Leicester,2016,Administration,650.0
Leicester,2017,Administration,611.0
Leicester,2018,Administration,633.0
Leicester,2019,Administration,499.0
Leicester,2020,Administration,484.0
Leicester,2021,Administration,619.0
Leicester,2022,Administration,785.0
Leicester,2023,Administration,949.0
Leicester,2024,Administration,947.0
Leicester,2009,"Guidance, Counseling and Testing",332.0
Leicester,2010,"Guidance, Counseling and Testing",278.0
Leicester,2011,"Guidance, Counseling and Testing",294.0
Leicester,2012,"Guidance, Counseling and Testing",323.0
Leicester,2013,"Guidance, Counseling and Testing",328.0
Leicester,2014,"Guidance, Counseling and Testing",376.0
Leicester,2015,"Guidance, Counseling and Testing",392.0
Leicester,2016,"Guidance, Counseling and Testing",470.0
Leicester,2017,"Guidance, Counseling and Testing",513.0
Leicester,2018,"Guidance, Counseling and Testing",569.0
Leicester,2019,"Guidance, Counseling and Testing",533.0
Leicester,2020,"Guidance, Counseling and Testing",565.0
Leicester,2021,"Guidance, Counseling and Testing",546.0
Leicester,2022,"Guidance, Counseling and Testing",526.0
Leicester,2023,"Guidance, Counseling and Testing",501.0
Leicester,2024,"Guidance, Counseling and Testing",559.0
Leicester,2009,Other,586.0
Leicester,2010,Other,291.0
Leicester,2011,Other,375.0
Leicester,2012,Other,273.0
Leicester,2013,Other,255.0
Leicester,2014,Other,346.0
Leicester,2015,Other,573.0
Leicester,2016,Other,577.0
Leicester,2017,Other,790.0
Leicester,2018,Other,571.0
Leicester,2019,Other,339.0
Leicester,2020,Other,242.0
Leicester,2021,Other,464.0
Leicester,2022,Other,470.0
Leicester,2023,Other,1089.0
Leicester,2024,Other,719.0
Lenox,2009,Teachers,5779.0
Lenox,2010,Teachers,5948.0
Lenox,2011,Teachers,6181.0
Lenox,2012,Teachers,6271.0
Lenox,2013,Teachers,6786.0
Lenox,2014,Teachers,7252.0
Lenox,2015,Teachers,7639.0
Lenox,2016,Teachers,7711.0
Lenox,2017,Teachers,7741.0
Lenox,2018,Teachers,8277.0
Lenox,2019,Teachers,8116.0
Lenox,2020,Teachers,8099.0
Lenox,2021,Teachers,8901.0
Lenox,2022,Teachers,9017.0
Lenox,2023,Teachers,8432.0
Lenox,2024,Teachers,8840.0
Lenox,2009,"Insurance, Retirement and Other",2623.0
Lenox,2010,"Insurance, Retirement and Other",2512.0
Lenox,2011,"Insurance, Retirement and Other",2849.0
Lenox,2012,"Insurance, Retirement and Other",2822.0
Lenox,2013,"Insurance, Retirement and Other",2928.0
Lenox,2014,"Insurance, Retirement and Other",2970.0
Lenox,2015,"Insurance, Retirement and Other",3284.0
Lenox,2016,"Insurance, Retirement and Other",3568.0
Lenox,2017,"Insurance, Retirement and Other",4135.0
Lenox,2018,"Insurance, Retirement and Other",3772.0
Lenox,2019,"Insurance, Retirement and Other",3737.0
Lenox,2020,"Insurance, Retirement and Other",3753.0
Lenox,2021,"Insurance, Retirement and Other",4224.0
Lenox,2022,"Insurance, Retirement and Other",4242.0
Lenox,2023,"Insurance, Retirement and Other",4245.0
Lenox,2024,"Insurance, Retirement and Other",4578.0
Lenox,2009,Pupil Services,1177.0
Lenox,2010,Pupil Services,1212.0
Lenox,2011,Pupil Services,1216.0
Lenox,2012,Pupil Services,1252.0
Lenox,2013,Pupil Services,1261.0
Lenox,2014,Pupil Services,1374.0
Lenox,2015,Pupil Services,1309.0
Lenox,2016,Pupil Services,1333.0
Lenox,2017,Pupil Services,1330.0
Lenox,2018,Pupil Services,1466.0
Lenox,2019,Pupil Services,1453.0
Lenox,2020,Pupil Services,1380.0
Lenox,2021,Pupil Services,1704.0
Lenox,2022,Pupil Services,1677.0
Lenox,2023,Pupil Services,2014.0
Lenox,2024,Pupil Services,1842.0
Lenox,2009,Other Teaching Services,1136.0
Lenox,2010,Other Teaching Services,1140.0
Lenox,2011,Other Teaching Services,1126.0
Lenox,2012,Other Teaching Services,1099.0
Lenox,2013,Other Teaching Services,1189.0
Lenox,2014,Other Teaching Services,1239.0
Lenox,2015,Other Teaching Services,1295.0
Lenox,2016,Other Teaching Services,1346.0
Lenox,2017,Other Teaching Services,1253.0
Lenox,2018,Other Teaching Services,1349.0
Lenox,2019,Other Teaching Services,1557.0
Lenox,2020,Other Teaching Services,1510.0
Lenox,2021,Other Teaching Services,1746.0
Lenox,2022,Other Teaching Services,2042.0
Lenox,2023,Other Teaching Services,1934.0
Lenox,2024,Other Teaching Services,1983.0
Lenox,2009,Operations and Maintenance,1306.0
Lenox,2010,Operations and Maintenance,1305.0
Lenox,2011,Operations and Maintenance,1394.0
Lenox,2012,Operations and Maintenance,1344.0
Lenox,2013,Operations and Maintenance,1411.0
Lenox,2014,Operations and Maintenance,1398.0
Lenox,2015,Operations and Maintenance,1534.0
Lenox,2016,Operations and Maintenance,2027.0
Lenox,2017,Operations and Maintenance,1786.0
Lenox,2018,Operations and Maintenance,1863.0
Lenox,2019,Operations and Maintenance,2115.0
Lenox,2020,Operations and Maintenance,1516.0
Lenox,2021,Operations and Maintenance,1731.0
Lenox,2022,Operations and Maintenance,1920.0
Lenox,2023,Operations and Maintenance,1904.0
Lenox,2024,Operations and Maintenance,2143.0
Lenox,2009,Instructional Leadership,785.0
Lenox,2010,Instructional Leadership,704.0
Lenox,2011,Instructional Leadership,730.0
Lenox,2012,Instructional Leadership,795.0
Lenox,2013,Instructional Leadership,860.0
Lenox,2014,Instructional Leadership,862.0
Lenox,2015,Instructional Leadership,1046.0
Lenox,2016,Instructional Leadership,1000.0
Lenox,2017,Instructional Leadership,987.0
Lenox,2018,Instructional Leadership,829.0
Lenox,2019,Instructional Leadership,877.0
Lenox,2020,Instructional Leadership,898.0
Lenox,2021,Instructional Leadership,928.0
Lenox,2022,Instructional Leadership,1036.0
Lenox,2023,Instructional Leadership,865.0
Lenox,2024,Instructional Leadership,1098.0
Lenox,2009,Administration,561.0
Lenox,2010,Administration,617.0
Lenox,2011,Administration,686.0
Lenox,2012,Administration,648.0
Lenox,2013,Administration,647.0
Lenox,2014,Administration,733.0
Lenox,2015,Administration,716.0
Lenox,2016,Administration,811.0
Lenox,2017,Administration,879.0
Lenox,2018,Administration,742.0
Lenox,2019,Administration,791.0
Lenox,2020,Administration,620.0
Lenox,2021,Administration,673.0
Lenox,2022,Administration,748.0
Lenox,2023,Administration,751.0
Lenox,2024,Administration,907.0
Lenox,2009,"Guidance, Counseling and Testing",375.0
Lenox,2010,"Guidance, Counseling and Testing",374.0
Lenox,2011,"Guidance, Counseling and Testing",386.0
Lenox,2012,"Guidance, Counseling and Testing",436.0
Lenox,2013,"Guidance, Counseling and Testing",464.0
Lenox,2014,"Guidance, Counseling and Testing",467.0
Lenox,2015,"Guidance, Counseling and Testing",479.0
Lenox,2016,"Guidance, Counseling and Testing",452.0
Lenox,2017,"Guidance, Counseling and Testing",464.0
Lenox,2018,"Guidance, Counseling and Testing",482.0
Lenox,2019,"Guidance, Counseling and Testing",633.0
Lenox,2020,"Guidance, Counseling and Testing",698.0
Lenox,2021,"Guidance, Counseling and Testing",870.0
Lenox,2022,"Guidance, Counseling and Testing",860.0
Lenox,2023,"Guidance, Counseling and Testing",973.0
Lenox,2024,"Guidance, Counseling and Testing",1169.0
Lenox,2009,Other,617.0
Lenox,2010,Other,874.0
Lenox,2011,Other,1029.0
Lenox,2012,Other,774.0
Lenox,2013,Other,905.0
Lenox,2014,Other,899.0
Lenox,2015,Other,971.0
Lenox,2016,Other,1035.0
Lenox,2017,Other,1042.0
Lenox,2018,Other,1030.0
Lenox,2019,Other,897.0
Lenox,2020,Other,880.0
Lenox,2021,Other,1086.0
Lenox,2022,Other,1099.0
Lenox,2023,Other,1632.0
Lenox,2024,Other,1384.0
Leominster,2009,Teachers,4082.0
Leominster,2010,Teachers,4153.0
Leominster,2011,Teachers,4372.0
Leominster,2012,Teachers,4475.0
Leominster,2013,Teachers,4698.0
Leominster,2014,Teachers,5097.0
Leominster,2015,Teachers,4948.0
Leominster,2016,Teachers,5063.0
Leominster,2017,Teachers,5196.0
Leominster,2018,Teachers,5305.0
Leominster,2019,Teachers,5440.0
Leominster,2020,Teachers,5467.0
Leominster,2021,Teachers,5369.0
Leominster,2022,Teachers,5920.0
Leominster,2023,Teachers,6183.0
Leominster,2024,Teachers,6496.0
Leominster,2009,"Insurance, Retirement and Other",1981.0
Leominster,2010,"Insurance, Retirement and Other",2039.0
Leominster,2011,"Insurance, Retirement and Other",2112.0
Leominster,2012,"Insurance, Retirement and Other",2490.0
Leominster,2013,"Insurance, Retirement and Other",2186.0
Leominster,2014,"Insurance, Retirement and Other",2272.0
Leominster,2015,"Insurance, Retirement and Other",2413.0
Leominster,2016,"Insurance, Retirement and Other",2429.0
Leominster,2017,"Insurance, Retirement and Other",2501.0
Leominster,2018,"Insurance, Retirement and Other",2568.0
Leominster,2019,"Insurance, Retirement and Other",2723.0
Leominster,2020,"Insurance, Retirement and Other",2870.0
Leominster,2021,"Insurance, Retirement and Other",2885.0
Leominster,2022,"Insurance, Retirement and Other",2644.0
Leominster,2023,"Insurance, Retirement and Other",2687.0
Leominster,2024,"Insurance, Retirement and Other",3173.0
Leominster,2009,Pupil Services,901.0
Leominster,2010,Pupil Services,985.0
Leominster,2011,Pupil Services,1013.0
Leominster,2012,Pupil Services,1153.0
Leominster,2013,Pupil Services,1174.0
Leominster,2014,Pupil Services,1213.0
Leominster,2015,Pupil Services,1384.0
Leominster,2016,Pupil Services,1232.0
Leominster,2017,Pupil Services,1343.0
Leominster,2018,Pupil Services,1422.0
Leominster,2019,Pupil Services,1432.0
Leominster,2020,Pupil Services,1211.0
Leominster,2021,Pupil Services,1306.0
Leominster,2022,Pupil Services,1586.0
Leominster,2023,Pupil Services,1892.0
Leominster,2024,Pupil Services,2135.0
Leominster,2009,Other Teaching Services,882.0
Leominster,2010,Other Teaching Services,866.0
Leominster,2011,Other Teaching Services,891.0
Leominster,2012,Other Teaching Services,933.0
Leominster,2013,Other Teaching Services,1191.0
Leominster,2014,Other Teaching Services,1041.0
Leominster,2015,Other Teaching Services,1097.0
Leominster,2016,Other Teaching Services,1206.0
Leominster,2017,Other Teaching Services,1203.0
Leominster,2018,Other Teaching Services,1126.0
Leominster,2019,Other Teaching Services,1477.0
Leominster,2020,Other Teaching Services,1492.0
Leominster,2021,Other Teaching Services,1350.0
Leominster,2022,Other Teaching Services,1597.0
Leominster,2023,Other Teaching Services,1852.0
Leominster,2024,Other Teaching Services,2137.0
Leominster,2009,Operations and Maintenance,1017.0
Leominster,2010,Operations and Maintenance,864.0
Leominster,2011,Operations and Maintenance,775.0
Leominster,2012,Operations and Maintenance,840.0
Leominster,2013,Operations and Maintenance,787.0
Leominster,2014,Operations and Maintenance,783.0
Leominster,2015,Operations and Maintenance,835.0
Leominster,2016,Operations and Maintenance,730.0
Leominster,2017,Operations and Maintenance,821.0
Leominster,2018,Operations and Maintenance,791.0
Leominster,2019,Operations and Maintenance,979.0
Leominster,2020,Operations and Maintenance,830.0
Leominster,2021,Operations and Maintenance,967.0
Leominster,2022,Operations and Maintenance,945.0
Leominster,2023,Operations and Maintenance,1405.0
Leominster,2024,Operations and Maintenance,1582.0
Leominster,2009,Instructional Leadership,631.0
Leominster,2010,Instructional Leadership,644.0
Leominster,2011,Instructional Leadership,631.0
Leominster,2012,Instructional Leadership,682.0
Leominster,2013,Instructional Leadership,651.0
Leominster,2014,Instructional Leadership,746.0
Leominster,2015,Instructional Leadership,725.0
Leominster,2016,Instructional Leadership,734.0
Leominster,2017,Instructional Leadership,815.0
Leominster,2018,Instructional Leadership,751.0
Leominster,2019,Instructional Leadership,787.0
Leominster,2020,Instructional Leadership,790.0
Leominster,2021,Instructional Leadership,1004.0
Leominster,2022,Instructional Leadership,1053.0
Leominster,2023,Instructional Leadership,979.0
Leominster,2024,Instructional Leadership,1082.0
Leominster,2009,Administration,335.0
Leominster,2010,Administration,313.0
Leominster,2011,Administration,323.0
Leominster,2012,Administration,383.0
Leominster,2013,Administration,389.0
Leominster,2014,Administration,369.0
Leominster,2015,Administration,403.0
Leominster,2016,Administration,442.0
Leominster,2017,Administration,389.0
Leominster,2018,Administration,440.0
Leominster,2019,Administration,328.0
Leominster,2020,Administration,327.0
Leominster,2021,Administration,334.0
Leominster,2022,Administration,374.0
Leominster,2023,Administration,436.0
Leominster,2024,Administration,531.0
Leominster,2009,"Guidance, Counseling and Testing",270.0
Leominster,2010,"Guidance, Counseling and Testing",308.0
Leominster,2011,"Guidance, Counseling and Testing",316.0
Leominster,2012,"Guidance, Counseling and Testing",326.0
Leominster,2013,"Guidance, Counseling and Testing",358.0
Leominster,2014,"Guidance, Counseling and Testing",353.0
Leominster,2015,"Guidance, Counseling and Testing",413.0
Leominster,2016,"Guidance, Counseling and Testing",405.0
Leominster,2017,"Guidance, Counseling and Testing",413.0
Leominster,2018,"Guidance, Counseling and Testing",403.0
Leominster,2019,"Guidance, Counseling and Testing",428.0
Leominster,2020,"Guidance, Counseling and Testing",450.0
Leominster,2021,"Guidance, Counseling and Testing",448.0
Leominster,2022,"Guidance, Counseling and Testing",464.0
Leominster,2023,"Guidance, Counseling and Testing",557.0
Leominster,2024,"Guidance, Counseling and Testing",573.0
Leominster,2009,Other,539.0
Leominster,2010,Other,506.0
Leominster,2011,Other,337.0
Leominster,2012,Other,358.0
Leominster,2013,Other,464.0
Leominster,2014,Other,654.0
Leominster,2015,Other,620.0
Leominster,2016,Other,578.0
Leominster,2017,Other,571.0
Leominster,2018,Other,463.0
Leominster,2019,Other,366.0
Leominster,2020,Other,307.0
Leominster,2021,Other,650.0
Leominster,2022,Other,545.0
Leominster,2023,Other,1141.0
Leominster,2024,Other,1150.0
Leverett,2009,Teachers,5218.0
Leverett,2010,Teachers,5690.0
Leverett,2011,Teachers,5818.0
Leverett,2012,Teachers,6301.0
Leverett,2013,Teachers,6138.0
Leverett,2014,Teachers,7547.0
Leverett,2015,Teachers,6868.0
Leverett,2016,Teachers,6967.0
Leverett,2017,Teachers,6814.0
Leverett,2018,Teachers,7967.0
Leverett,2019,Teachers,7665.0
Leverett,2020,Teachers,7134.0
Leverett,2021,Teachers,9224.0
Leverett,2022,Teachers,6888.0
Leverett,2023,Teachers,6724.0
Leverett,2024,Teachers,6395.0
Leverett,2009,"Insurance, Retirement and Other",2098.0
Leverett,2010,"Insurance, Retirement and Other",2041.0
Leverett,2011,"Insurance, Retirement and Other",2253.0
Leverett,2012,"Insurance, Retirement and Other",2499.0
Leverett,2013,"Insurance, Retirement and Other",2753.0
Leverett,2014,"Insurance, Retirement and Other",3245.0
Leverett,2015,"Insurance, Retirement and Other",3041.0
Leverett,2016,"Insurance, Retirement and Other",2937.0
Leverett,2017,"Insurance, Retirement and Other",2943.0
Leverett,2018,"Insurance, Retirement and Other",3677.0
Leverett,2019,"Insurance, Retirement and Other",3781.0
Leverett,2020,"Insurance, Retirement and Other",3686.0
Leverett,2021,"Insurance, Retirement and Other",4766.0
Leverett,2022,"Insurance, Retirement and Other",3630.0
Leverett,2023,"Insurance, Retirement and Other",3611.0
Leverett,2024,"Insurance, Retirement and Other",3793.0
Leverett,2009,Pupil Services,1085.0
Leverett,2010,Pupil Services,664.0
Leverett,2011,Pupil Services,782.0
Leverett,2012,Pupil Services,1249.0
Leverett,2013,Pupil Services,1259.0
Leverett,2014,Pupil Services,1980.0
Leverett,2015,Pupil Services,1781.0
Leverett,2016,Pupil Services,1397.0
Leverett,2017,Pupil Services,1759.0
Leverett,2018,Pupil Services,1726.0
Leverett,2019,Pupil Services,1494.0
Leverett,2020,Pupil Services,1279.0
Leverett,2021,Pupil Services,2192.0
Leverett,2022,Pupil Services,1120.0
Leverett,2023,Pupil Services,1976.0
Leverett,2024,Pupil Services,2148.0
Leverett,2009,Other Teaching Services,2385.0
Leverett,2010,Other Teaching Services,2040.0
Leverett,2011,Other Teaching Services,2074.0
Leverett,2012,Other Teaching Services,2346.0
Leverett,2013,Other Teaching Services,2540.0
Leverett,2014,Other Teaching Services,2352.0
Leverett,2015,Other Teaching Services,2274.0
Leverett,2016,Other Teaching Services,2281.0
Leverett,2017,Other Teaching Services,2193.0
Leverett,2018,Other Teaching Services,2175.0
Leverett,2019,Other Teaching Services,2477.0
Leverett,2020,Other Teaching Services,2386.0
Leverett,2021,Other Teaching Services,2178.0
Leverett,2022,Other Teaching Services,3119.0
Leverett,2023,Other Teaching Services,3266.0
Leverett,2024,Other Teaching Services,3526.0
Leverett,2009,Operations and Maintenance,1755.0
Leverett,2010,Operations and Maintenance,1427.0
Leverett,2011,Operations and Maintenance,1532.0
Leverett,2012,Operations and Maintenance,1741.0
Leverett,2013,Operations and Maintenance,1479.0
Leverett,2014,Operations and Maintenance,2421.0
Leverett,2015,Operations and Maintenance,2272.0
Leverett,2016,Operations and Maintenance,1707.0
Leverett,2017,Operations and Maintenance,1209.0
Leverett,2018,Operations and Maintenance,1765.0
Leverett,2019,Operations and Maintenance,1491.0
Leverett,2020,Operations and Maintenance,1458.0
Leverett,2021,Operations and Maintenance,2131.0
Leverett,2022,Operations and Maintenance,2296.0
Leverett,2023,Operations and Maintenance,2292.0
Leverett,2024,Operations and Maintenance,2158.0
Leverett,2009,Instructional Leadership,1015.0
Leverett,2010,Instructional Leadership,1008.0
Leverett,2011,Instructional Leadership,1072.0
Leverett,2012,Instructional Leadership,1244.0
Leverett,2013,Instructional Leadership,1257.0
Leverett,2014,Instructional Leadership,1393.0
Leverett,2015,Instructional Leadership,1357.0
Leverett,2016,Instructional Leadership,1344.0
Leverett,2017,Instructional Leadership,1431.0
Leverett,2018,Instructional Leadership,1461.0
Leverett,2019,Instructional Leadership,1278.0
Leverett,2020,Instructional Leadership,1317.0
Leverett,2021,Instructional Leadership,1318.0
Leverett,2022,Instructional Leadership,1354.0
Leverett,2023,Instructional Leadership,1430.0
Leverett,2024,Instructional Leadership,1663.0
Leverett,2009,Administration,715.0
Leverett,2010,Administration,676.0
Leverett,2011,Administration,710.0
Leverett,2012,Administration,888.0
Leverett,2013,Administration,925.0
Leverett,2014,Administration,1029.0
Leverett,2015,Administration,809.0
Leverett,2016,Administration,842.0
Leverett,2017,Administration,1244.0
Leverett,2018,Administration,899.0
Leverett,2019,Administration,826.0
Leverett,2020,Administration,857.0
Leverett,2021,Administration,1010.0
Leverett,2022,Administration,987.0
Leverett,2023,Administration,1061.0
Leverett,2024,Administration,953.0
Leverett,2009,"Guidance, Counseling and Testing",310.0
Leverett,2010,"Guidance, Counseling and Testing",306.0
Leverett,2011,"Guidance, Counseling and Testing",314.0
Leverett,2012,"Guidance, Counseling and Testing",350.0
Leverett,2013,"Guidance, Counseling and Testing",354.0
Leverett,2014,"Guidance, Counseling and Testing",412.0
Leverett,2015,"Guidance, Counseling and Testing",292.0
Leverett,2016,"Guidance, Counseling and Testing",304.0
Leverett,2017,"Guidance, Counseling and Testing",323.0
Leverett,2018,"Guidance, Counseling and Testing",355.0
Leverett,2019,"Guidance, Counseling and Testing",351.0
Leverett,2020,"Guidance, Counseling and Testing",362.0
Leverett,2021,"Guidance, Counseling and Testing",498.0
Leverett,2022,"Guidance, Counseling and Testing",790.0
Leverett,2023,"Guidance, Counseling and Testing",659.0
Leverett,2024,"Guidance, Counseling and Testing",666.0
Leverett,2009,Other,575.0
Leverett,2010,Other,602.0
Leverett,2011,Other,651.0
Leverett,2012,Other,766.0
Leverett,2013,Other,616.0
Leverett,2014,Other,556.0
Leverett,2015,Other,563.0
Leverett,2016,Other,529.0
Leverett,2017,Other,596.0
Leverett,2018,Other,453.0
Leverett,2019,Other,503.0
Leverett,2020,Other,606.0
Leverett,2021,Other,1041.0
Leverett,2022,Other,840.0
Leverett,2023,Other,756.0
Leverett,2024,Other,608.0
Lexington,2009,Teachers,5840.0
Lexington,2010,Teachers,5869.0
Lexington,2011,Teachers,6088.0
Lexington,2012,Teachers,6171.0
Lexington,2013,Teachers,6364.0
Lexington,2014,Teachers,6507.0
Lexington,2015,Teachers,6556.0
Lexington,2016,Teachers,6489.0
Lexington,2017,Teachers,6732.0
Lexington,2018,Teachers,6997.0
Lexington,2019,Teachers,7428.0
Lexington,2020,Teachers,7889.0
Lexington,2021,Teachers,8504.0
Lexington,2022,Teachers,8765.0
Lexington,2023,Teachers,9140.0
Lexington,2009,"Insurance, Retirement and Other",2551.0
Lexington,2010,"Insurance, Retirement and Other",2913.0
Lexington,2011,"Insurance, Retirement and Other",3204.0
Lexington,2012,"Insurance, Retirement and Other",3061.0
Lexington,2013,"Insurance, Retirement and Other",2695.0
Lexington,2014,"Insurance, Retirement and Other",2769.0
Lexington,2015,"Insurance, Retirement and Other",2851.0
Lexington,2016,"Insurance, Retirement and Other",2622.0
Lexington,2017,"Insurance, Retirement and Other",2595.0
Lexington,2018,"Insurance, Retirement and Other",2652.0
Lexington,2019,"Insurance, Retirement and Other",2576.0
Lexington,2020,"Insurance, Retirement and Other",2715.0
Lexington,2021,"Insurance, Retirement and Other",3478.0
Lexington,2022,"Insurance, Retirement and Other",3766.0
Lexington,2023,"Insurance, Retirement and Other",4058.0
Lexington,2009,Pupil Services,850.0
Lexington,2010,Pupil Services,936.0
Lexington,2011,Pupil Services,796.0
Lexington,2012,Pupil Services,1019.0
Lexington,2013,Pupil Services,1108.0
Lexington,2014,Pupil Services,1162.0
Lexington,2015,Pupil Services,1217.0
Lexington,2016,Pupil Services,1364.0
Lexington,2017,Pupil Services,1487.0
Lexington,2018,Pupil Services,1592.0
Lexington,2019,Pupil Services,1630.0
Lexington,2020,Pupil Services,1926.0
Lexington,2021,Pupil Services,1672.0
Lexington,2022,Pupil Services,2027.0
Lexington,2023,Pupil Services,2131.0
Lexington,2009,Other Teaching Services,1413.0
Lexington,2010,Other Teaching Services,1538.0
Lexington,2011,Other Teaching Services,1432.0
Lexington,2012,Other Teaching Services,1625.0
Lexington,2013,Other Teaching Services,1682.0
Lexington,2014,Other Teaching Services,1808.0
Lexington,2015,Other Teaching Services,1890.0
Lexington,2016,Other Teaching Services,1884.0
Lexington,2017,Other Teaching Services,1897.0
Lexington,2018,Other Teaching Services,1940.0
Lexington,2019,Other Teaching Services,2056.0
Lexington,2020,Other Teaching Services,2135.0
Lexington,2021,Other Teaching Services,2285.0
Lexington,2022,Other Teaching Services,2531.0
Lexington,2023,Other Teaching Services,2746.0
Lexington,2009,Operations and Maintenance,1420.0
Lexington,2010,Operations and Maintenance,1119.0
Lexington,2011,Operations and Maintenance,1288.0
Lexington,2012,Operations and Maintenance,1067.0
Lexington,2013,Operations and Maintenance,1083.0
Lexington,2014,Operations and Maintenance,1087.0
Lexington,2015,Operations and Maintenance,1071.0
Lexington,2016,Operations and Maintenance,1025.0
Lexington,2017,Operations and Maintenance,1037.0
Lexington,2018,Operations and Maintenance,1056.0
Lexington,2019,Operations and Maintenance,36.0
Lexington,2020,Operations and Maintenance,85.0
Lexington,2021,Operations and Maintenance,197.0
Lexington,2022,Operations and Maintenance,182.0
Lexington,2023,Operations and Maintenance,1485.0
Lexington,2009,Instructional Leadership,992.0
Lexington,2010,Instructional Leadership,1011.0
Lexington,2011,Instructional Leadership,1119.0
Lexington,2012,Instructional Leadership,1254.0
Lexington,2013,Instructional Leadership,1307.0
Lexington,2014,Instructional Leadership,1350.0
Lexington,2015,Instructional Leadership,1400.0
Lexington,2016,Instructional Leadership,1454.0
Lexington,2017,Instructional Leadership,1444.0
Lexington,2018,Instructional Leadership,1460.0
Lexington,2019,Instructional Leadership,1753.0
Lexington,2020,Instructional Leadership,1797.0
Lexington,2021,Instructional Leadership,1844.0
Lexington,2022,Instructional Leadership,1998.0
Lexington,2023,Instructional Leadership,2031.0
Lexington,2009,Administration,450.0
Lexington,2010,Administration,526.0
Lexington,2011,Administration,504.0
Lexington,2012,Administration,574.0
Lexington,2013,Administration,597.0
Lexington,2014,Administration,628.0
Lexington,2015,Administration,694.0
Lexington,2016,Administration,678.0
Lexington,2017,Administration,702.0
Lexington,2018,Administration,709.0
Lexington,2019,Administration,468.0
Lexington,2020,Administration,507.0
Lexington,2021,Administration,544.0
Lexington,2022,Administration,555.0
Lexington,2023,Administration,564.0
Lexington,2009,"Guidance, Counseling and Testing",470.0
Lexington,2010,"Guidance, Counseling and Testing",460.0
Lexington,2011,"Guidance, Counseling and Testing",471.0
Lexington,2012,"Guidance, Counseling and Testing",468.0
Lexington,2013,"Guidance, Counseling and Testing",516.0
Lexington,2014,"Guidance, Counseling and Testing",542.0
Lexington,2015,"Guidance, Counseling and Testing",645.0
Lexington,2016,"Guidance, Counseling and Testing",737.0
Lexington,2017,"Guidance, Counseling and Testing",734.0
Lexington,2018,"Guidance, Counseling and Testing",760.0
Lexington,2019,"Guidance, Counseling and Testing",827.0
Lexington,2020,"Guidance, Counseling and Testing",859.0
Lexington,2021,"Guidance, Counseling and Testing",919.0
Lexington,2022,"Guidance, Counseling and Testing",998.0
Lexington,2023,"Guidance, Counseling and Testing",1051.0
Lexington,2009,Other,442.0
Lexington,2010,Other,491.0
Lexington,2011,Other,656.0
Lexington,2012,Other,571.0
Lexington,2013,Other,515.0
Lexington,2014,Other,602.0
Lexington,2015,Other,614.0
Lexington,2016,Other,686.0
Lexington,2017,Other,641.0
Lexington,2018,Other,593.0
Lexington,2019,Other,566.0
Lexington,2020,Other,464.0
Lexington,2021,Other,582.0
Lexington,2022,Other,529.0
Lexington,2023,Other,635.0
Libertas Academy Charter School (District),2019,Teachers,4848.0
Libertas Academy Charter School (District),2020,Teachers,5573.0
Libertas Academy Charter School (District),2021,Teachers,6619.0
Libertas Academy Charter School (District),2022,Teachers,8416.0
Libertas Academy Charter School (District),2023,Teachers,7199.0
Libertas Academy Charter School (District),2024,Teachers,6773.0
Libertas Academy Charter School (District),2019,"Insurance, Retirement and Other",2848.0
Libertas Academy Charter School (District),2020,"Insurance, Retirement and Other",3744.0
Libertas Academy Charter School (District),2021,"Insurance, Retirement and Other",5634.0
Libertas Academy Charter School (District),2022,"Insurance, Retirement and Other",2147.0
Libertas Academy Charter School (District),2023,"Insurance, Retirement and Other",1623.0
Libertas Academy Charter School (District),2024,"Insurance, Retirement and Other",1913.0
Libertas Academy Charter School (District),2019,Pupil Services,3169.0
Libertas Academy Charter School (District),2020,Pupil Services,1978.0
Libertas Academy Charter School (District),2021,Pupil Services,869.0
Libertas Academy Charter School (District),2022,Pupil Services,664.0
